id;eid;eanCode;indexCatalogue;name;additionalName;description;basePriceNet;priceNet;basePrice;price;vatCode;vatRate;currency;category;producer;weight;availabilityCount;promotionInfo;imageUrls;Stan;Rodzaj bieżnika;Konstrukcja opony;Typ;Indeks nośności;Ilość płócien;Zastosowanie;Rozmiar opony;Stan opony;Średnica felgi;Indeks handlowy;Indeks katalogowy;Indeks producenta
4396;6742;3286340564212;5208538FIP85;Opona 520/85R38 Firestone Performer 85;155D/152E TL (20.8R38);;4510.00;4260.00;5547.30;5239.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;6.0000;;https://static.abstore.pl/img/grasdorf/2fb738a8-23c8-4296-aca3-8d2e01065a37/l/opona-520%252F85r38-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);155D/152E (3875 kg przy 65 km/h);;Opona rolnicza;20.8 (520/85);;38;;5208538FIP85;
4146;6329;8906117621799;4807024CeatFAR70;Opona 480/70R24 Ceat FARMAX R70;138A8/138B TL;;1790.00;1790.00;2201.70;2201.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Ceat;;2.0000;;https://static.abstore.pl/img/grasdorf/e7b8c681-353d-4d67-b6b1-4841adbf85c0/l/opona-480%252F70r24-ceat-farmax-r70.png,https://static.abstore.pl/img/grasdorf/38b5c53a-a56f-4ebc-8dc7-619d85c8f46a/l/opona-480%252F70r24-ceat-farmax-r70.jpg,https://static.abstore.pl/img/grasdorf/8a48fa0e-a249-47b5-b6f3-42cb3ba49fb6/l/opona-480%252F70r24-ceat-farmax-r70.jpg,https://static.abstore.pl/img/grasdorf/53c16771-6482-41f0-b93c-db9ca1ae150a/l/opona-480%252F70r24-ceat-farmax-r70.jpg,https://static.abstore.pl/img/grasdorf/f6954c2b-acee-4a39-ad46-963944c5292b/l/opona-480%252F70r24-ceat-farmax-r70.jpg,https://static.abstore.pl/img/grasdorf/828caa87-2d9b-4e3d-92cb-9c0f55edafd3/l/opona-480%252F70r24-ceat-farmax-r70.jpg,https://static.abstore.pl/img/grasdorf/c71f9654-d875-40ba-9cf1-6a6cdfc93d9d/l/opona-480%252F70r24-ceat-farmax-r70.png,https://static.abstore.pl/img/grasdorf/4dfc187d-6dc8-4d0d-9121-f9391baebc8a/l/opona-480%252F70r24-ceat-farmax-r70.jpg;nowa;FARMAX R70;Radialna;Bezdętkowa (TL);138A8/138B (2360 kg przy 40 km/h);;Opona rolnicza;480/70;;24;;4807024CeatFAR70;
4564;6908;3286340696517;6506542BRVT-T;Opona VF650/65R42 Bridgestone VT-Tractor;170D/167E TL;;8710.00;8220.00;10713.30;10110.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;4.0000;;https://static.abstore.pl/img/grasdorf/849c0bbc-e341-4a4b-bad3-fc01f2dcae52/l/opona-vf650%252F65r42-bridgestone-vt-tractor.jpg;nowa;;Radialna;Bezdętkowa (TL);170D/167E (6000 kg przy 65 km/h);;Opona rolnicza;650/65;;42;;6506542BRVT-T;
4550;6894;3286340695213;5406530BRVT-T;Opona VF540/65R30 Bridgestone VT-Tractor;155D/152E TL;;4180.00;4180.00;5141.40;5141.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/e349dd66-9e4c-4ddf-88be-e4d1aa65033f/l/opona-vf540%252F65r30-bridgestone-vt-tractor.jpg;nowa;;Radialna;Bezdętkowa (TL);155D/152E (3875 kg przy 65 km/h);;Opona rolnicza;540/65;;30;;5406530BRVT-T;
4393;6739;3286340564014;4208538FIP85;Opona 420/85R38 Firestone Performer 85;144D/141E TL (16.9R38);;2850.00;2770.00;3505.50;3407.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/b79850cf-3dd1-4ce7-8e77-b81d514490cb/l/opona-420%252F85r38-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);144D/141E (2800 kg przy 65 km/h);;Opona rolnicza;16.9 (420/85, 420/80, 440/80);;38;;4208538FIP85;
4975;7333;8903635009528;11580153A323tl12;Opona 11.5/80-15.3 Alliance A323 12PR TL;;;540.00;490.00;664.20;602.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;4.0000;;https://static.abstore.pl/img/grasdorf/c0c8f4c5-2f35-4b35-92e3-b96c60d069dd/l/opona-11-5%252F80-15-3-alliance-a323-12pr-tl.png;nowa;;Diagonalna;Bezdętkowa (TL);;12 PR;Opona rolnicza;11.5/80;;15.3;30080153A323tl12;11580153A323tl12;
3998;6181;8906117622727;10075153CeatAWI30514;Opona 10.0/75-15.3 Ceat AWI 305 14PR TL;;;270.00;270.00;332.10;332.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Ceat;;3.0000;;https://static.abstore.pl/img/grasdorf/a5161cd5-1032-4aea-81f7-ca446bf6b226/l/opona-10-0%252F75-15-3-ceat-awi-305-14pr-tl.jpg;nowa;AWI 305;Diagonalna;Bezdętkowa (TL);;14 PR;Opona rolnicza;10.0/75;;15.3;1075153;10075153CeatAWI30514;
4329;6651;8903635024972;60055265Af644f20tt;Opona 600/55-26.5 Alliance F-644;FORESTAR III 20PR TT;;6860.00;4610.00;8437.80;5670.30;23;23.00;PLN;Opony/Opony leśne;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/10f663b9-7003-4399-a25e-9eb60ba14dfd/l/opona-600%252F55-26-5-alliance-f-644.png;nowa;F-644 FORESTAR III;Diagonalna;Dętkowa (TT);;20 PR;Opona leśna;600/55;;26,5;;60055265Af644f20tt;
4971;7431;8903635056331;6506542Aaii158;Opona 650/65R42 Alliance AGRISTAR II;158D TL;;5600.00;5020.00;6888.00;6174.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;2.0000;;https://static.abstore.pl/img/grasdorf/7379e7a8-c85a-4ec3-bf5f-5f0e99d835b7/l/opona-650%252F65r42-alliance-agristar-ii.jpg;nowa;;Radialna;Bezdętkowa (TL);158D (4250 kg przy 65 km/h);;Opona rolnicza;650/65;;42;;6506542Aaii158;
4065;6248;8906117622062;2709532CeatFARC;Opona 270/95R32 Ceat FARMAX RC;133D/136A8 TL;;1150.00;1150.00;1414.50;1414.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Ceat;;4.0000;;https://static.abstore.pl/img/grasdorf/eb1f6d02-59ae-4176-b929-18e48cd180aa/l/opona-270%252F95r32-ceat-farmax-rc.png;nowa;FARMAX RC;Radialna;Bezdętkowa (TL);133D/136A8 (2240 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;32;;2709532CeatFARC;
4467;6815;3286340603218;2709532FIP95;Opona 270/95R32 Firestone Performer 95;136D TL (11.2R32);;2430.00;1510.00;2988.90;1857.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;10.0000;;https://static.abstore.pl/img/grasdorf/6e6bf7e4-23f7-4517-81e0-9ff9b0d25249/l/opona-270%252F95r32-firestone-performer-95.jpg;nowa;;Radialna;Bezdętkowa (TL);136D (2240 kg przy 65 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;32;;2709532FIP95;
4471;6819;3286340603614;2709538FIP95;Opona 270/95R38 Firestone Performer 95;140D TL (11.2R38);;2790.00;1970.00;3431.70;2423.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;12.0000;;https://static.abstore.pl/img/grasdorf/0497762f-37b2-4973-ad70-cbbb2a9d7310/l/opona-270%252F95r38-firestone-performer-95.jpg;nowa;;Radialna;Bezdętkowa (TL);140D (2500 kg przy 40 km/h);;Opona rolnicza;11.2 (270/95, 280/85);;38;;2709538FIP95;
4410;6756;3286340341110;3607024FIP70;Opona 360/70R24 Firestone Performer 70;122D/119E TL;;1360.00;1360.00;1672.80;1672.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/1af72a2e-16ec-46ac-bd1f-1973f7370366/l/opona-360%252F70r24-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);122D/119E (1500 kg przy 65 km/h);;Opona rolnicza;360/70;;24;;3607024FIP70;
4484;6832;3286340200813;3358020FIDU;Opona 335/80R20 Firestone Duraforce;Utility 136B TL;;2210.00;1870.00;2718.30;2300.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/d854b38f-3b42-4792-a5c5-451f5208dd75/l/opona-335%252F80r20-firestone-duraforce.png;nowa;;Radialna;Bezdętkowa (TL);136B (2240 kg przy 50 km/h);;Opona przemysłowa/komunalna;335/80;;20;;3358020FIDU;
4483;6831;3286340200912;4057018FIDU;Opona 405/70R18 Firestone Duraforce;Utility 141B TL;;2260.00;2130.00;2779.80;2619.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;8.0000;;https://static.abstore.pl/img/grasdorf/8dbd5703-9db4-44b9-af0f-449f48a96140/l/opona-405%252F70r18-firestone-duraforce.png;nowa;;Radialna;Bezdętkowa (TL);141B (2575 kg przy 50 km/h);;Opona przemysłowa/komunalna;16.0/70 (400/70, 405/70);;18;;4057018FIDU;
4472;6820;3286340603713;3009542FIP95;Opona 300/95R42 Firestone Performer 95;147D/161A2 TL (12.4R42);;2380.00;2380.00;2927.40;2927.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/2617289f-6ea2-4d25-a018-7ba2c7a14456/l/opona-300%252F95r42-firestone-performer-95.jpg;nowa;;Radialna;Bezdętkowa (TL);147D (3075 kg przy 65 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;42;;3009542FIP95;
4479;6827;3286340604413;3009552FIP95;Opona 300/95R52 Firestone Performer 95;151D TL (12.4R52);;4220.00;3260.00;5190.60;4009.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;3.0000;;https://static.abstore.pl/img/grasdorf/aa38e62f-2504-46af-9bdc-38e007ec026a/l/opona-300%252F95r52-firestone-performer-95.jpg;nowa;;Radialna;Bezdętkowa (TL);151D (3450 kg przy 65 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;52;12452fi;3009552FIP95;
4468;6816;3286340603317;3209032FIP90;Opona 320/90R32 Firestone Performer 90;134D TL;;3200.00;1700.00;3936.00;2091.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/08d193ab-8e47-488c-be55-6a5553cabf40/l/opona-320%252F90r32-firestone-performer-90.jpg;nowa;;Radialna;Bezdętkowa (TL);134D (2120 kg przy 65 km/h);;Opona rolnicza;;;32;;3209032FIP90;
4482;6830;3286340174817;3408018FIDU;Opona 340/80R18 Firestone Duraforce;Utility 143A8 TL (12.5/80R18);;1650.00;1650.00;2029.50;2029.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/9f4cab44-fe98-4830-8aba-9971361eb164/l/opona-340%252F80r18-firestone-duraforce.png;nowa;;Radialna;Bezdętkowa (TL);143A8 (2725 kg przy 40 km/h);;Opona przemysłowa/komunalna;340/80;;18;;3408018FIDU;
4542;6886;3286341339314;4806524BRVX-T;Opona 480/65R24 Bridgestone VX-Tractor;140D/137E TL;;2850.00;2690.00;3505.50;3308.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;4.0000;;https://static.abstore.pl/img/grasdorf/812b45a1-e2dc-44cf-ab1b-c661cc6e2101/l/opona-480%252F65r24-bridgestone-vx-tractor.jpg;nowa;;Radialna;Bezdętkowa (TL);140D/137E (2500 kg przy 40 km/h);;Opona rolnicza;480/65;;24;;4806524BRVX-T;
4999;7487;3286342808710;3408524BRvxr;Opona 340/85R24 Bridgestone VXR-TRACTOR;125D/122E TL;;1790.00;1710.00;2201.70;2103.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;4.0000;;https://static.abstore.pl/img/grasdorf/0e85b6ab-2150-4c27-8be1-95c424911262/l/opona-340%252F85r24-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);125D/122E (1650 kg przy 65 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;24;;3408524BRvxr;
4381;6727;3286340563017;3408528FIP85;Opona 340/85R28 Firestone Performer 85;127D/124E TL (13.6R28);;1600.00;1510.00;1968.00;1857.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/0bf5afce-e98f-4583-ba56-590ef897ddff/l/opona-340%252F85r28-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);127D/124E (1750 kg przy 65 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;28;;3408528FIP85;
4523;6867;3286341696912;2607016BRVX-T;Opona 260/70R16 Bridgestone VX-Tractor;109D/106E TL;;1130.00;610.00;1389.90;750.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/6ee8f2f1-9715-41c2-89af-d22648a8ddac/l/opona-260%252F70r16-bridgestone-vx-tractor.jpg;nowa;;Radialna;Bezdętkowa (TL);109D/106E (1030 kg przy 65 km/h);;Opona rolnicza;260/70;;16;;2607016BRVX-T;
5117;7703;;7107042BRvtdemo;Opona VF710/70R42 Bridgestone VT-Tractor;demo 179D/176E TL;;14780.00;13440.00;18179.40;16531.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/d36b0a91-e75f-4287-9821-92a31f4b0224/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/1d4ed04c-f860-40ff-8e42-6b65f9988bb7/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/e66fc86f-5d5e-4d39-bd49-05f0b136456a/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/24ae555a-e3a2-4791-9ea6-95a8c562ed44/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/faf09cad-4fdd-4e06-a743-3980c5335a1b/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/e8baf954-f687-420e-bab6-753139fef3e9/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/43cb2eea-fc76-460c-ab87-c8d411a7796b/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/6cd8d646-58f5-4860-8f75-da0c4c38cd82/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/62665b03-2474-4b81-9475-cb2e30884055/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/a1221a10-18f7-4413-8acb-9678d4bceb23/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/8dca12d2-d497-4214-a3bb-e7bb7145b6e4/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/65fa355c-b57a-4db1-8fd7-4f14b2640f1f/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/c48abdb0-e476-4640-8a7f-aed8f6fd635b/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg,https://static.abstore.pl/img/grasdorf/925583b4-2fd9-4d97-92f4-8a85db81b33c/l/opona-vf710%252F70r42-bridgestone-vt-tractor.jpg;pokazowa;;Radialna;Bezdętkowa (TL);179D/176E (7750 kg przy 65 km/h);;Opona rolnicza;710/70;;42;3447;7107042BRvtdemo;
4388;6734;3286340563512;4208534FIP85;Opona 420/85R34 Firestone Performer 85;142D/139E TL (16.9R34);;2480.00;2340.00;3050.40;2878.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/7251ff43-11ba-460c-862f-bfabd53fd52b/l/opona-420%252F85r34-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);142D/139E (2650 kg przy 65 km/h);;Opona rolnicza;16.9 (420/85, 420/80, 440/80);;34;;4208534FIP85;
5005;7493;3286342814612;5207034BRvxr;Opona 520/70R34 Bridgestone VXR-TRACTOR;148D/145E TL;;4120.00;3840.00;5067.60;4723.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/acd33fd8-551d-4fd4-9b5b-88183cc5712d/l/opona-520%252F70r34-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);148D/145E (3150 kg przy 65 km/h);;Opona rolnicza;520/70;;34;;5207034BRvxr;
5007;7495;3286342814810;5207038BRvxr;Opona 520/70R38 Bridgestone VXR-TRACTOR;150D/147E TL;;4870.00;4680.00;5990.10;5756.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/a8ba4d00-83d2-4ddc-9909-c4a4f5f5796b/l/opona-520%252F70r38-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);150D/147E (3350 kg przy 65 km/h);;Opona rolnicza;520/70;;38;;5207038BRvxr;
5008;7496;3286342813813;4807028BRvxr;Opona 480/70R28 Bridgestone VXR-TRACTOR;140D/137E TL;;3210.00;3080.00;3948.30;3788.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;4.0000;;https://static.abstore.pl/img/grasdorf/d5c8ab61-c754-497c-a65f-2694d47813f7/l/opona-480%252F70r28-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);140D/137E (2500 kg przy 40 km/h);;Opona rolnicza;480/70;;28;;4807028BRvxr;
5012;7500;3286342817415;6006538BRvxr;Opona 600/65R38 Bridgestone VXR-TRACTOR;153D/150E TL;;5390.00;5170.00;6629.70;6359.10;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;6.0000;;https://static.abstore.pl/img/grasdorf/bb7f84b2-824a-4ac6-9646-77909ee6009d/l/opona-600%252F65r38-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);153D/150E (3650 kg przy 65 km/h);;Opona rolnicza;600/65;;38;;6006538BRvxr;
5010;7498;3286342817217;6006534BRvxr;Opona 600/65R34 Bridgestone VXR-TRACTOR;151D/148E TL;;5200.00;5200.00;6396.00;6396.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Bridgestone;Bridgestone;;2.0000;;https://static.abstore.pl/img/grasdorf/eec8001c-346c-46a9-80b9-b37981eb40e0/l/opona-600%252F65r34-bridgestone-vxr-tractor.png;nowa;;Radialna;Bezdętkowa (TL);151D/148E (3450 kg przy 65 km/h);;Opona rolnicza;600/65;;34;;6006534BRvxr;
4369;6714;3286340486811;3208520FIP85;Opona 320/85R20 Firestone Performer 85;119D/116E TL (12.4R20);;1160.00;1090.00;1426.80;1340.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/da653acf-5523-4b4b-9d67-a5f1ccfba4cb/l/opona-320%252F85r20-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);119D/116E (1360 kg przy 65 km/h);;Opona rolnicza;12.4 (320/85, 300/95, 320/90);;20;;3208520FIP85;
4373;6719;3286340562416;3408524FIP85;Opona 340/85R24 Firestone Performer 85;125D/122E TL (13.6R24);;1350.00;1280.00;1660.50;1574.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;6.0000;;https://static.abstore.pl/img/grasdorf/4903782d-095b-4a37-9a75-3260693ee030/l/opona-340%252F85r24-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);125D/122E (1650 kg przy 65 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;24;;3408524FIP85;
4375;6721;3286340562515;3808524FIP85;Opona 380/85R24 Firestone Performer 85;131D/128E TL (14.9R24);;1660.00;1560.00;2041.80;1918.80;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/2016223d-3288-46d1-82ce-2d4c1954e9f5/l/opona-380%252F85r24-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);131D/128E (1950 kg przy 65 km/h);;Opona rolnicza;14.9 (380/85, 380/90, 400/80);;24;;3808524FIP85;
4245;6521;8903094051199;4408028BKTcs;Opona 440/80-28 BKT Con Star 156A8 TL;(16.9-28);;2110.00;2110.00;2595.30;2595.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony BKT;BKT;;4.0000;;https://static.abstore.pl/img/grasdorf/82aad496-e519-42c3-9bb9-d49cd2ff0ae5/l/opona-440%252F80-28-bkt-con-star-156a8-tl.jpg;nowa;Con Star;Diagonalna;Bezdętkowa (TL);156A8 (4000 kg przy 40 km/h);;Opona przemysłowa/komunalna;16.9 (420/85, 420/80, 440/80);;28;16928BKTcs;4408028BKTcs;
4383;6729;3286340563215;4208528FIP85;Opona 420/85R28 Firestone Performer 85;139D/136E TL (16.9R28);;2030.00;1910.00;2496.90;2349.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/478e38e7-304a-446e-bde9-afda9d107677/l/opona-420%252F85r28-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);139D/136E (2430 kg przy 65 km/h);;Opona rolnicza;16.9 (420/85, 420/80, 440/80);;28;;4208528FIP85;
4412;6759;3286340413015;4207024FIP70XL;Opona 420/70R24 Firestone Performer 70;XL 136A8/136B TL;;2100.00;1980.00;2583.00;2435.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/ef3a537e-cda9-4b74-a9c4-933a46a9d5d4/l/opona-420%252F70r24-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);136A8/136B (2240 kg przy 40 km/h);;Opona rolnicza;420/70;;24;;4207024FIP70XL;
4392;6738;3286340563918;3408538FIP85;Opona 340/85R38 Firestone Performer 85;133D/130E TL (13.6R38);;1850.00;1790.00;2275.50;2201.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/bb871091-3815-4d8f-8929-c34fc575ac3c/l/opona-340%252F85r38-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);133D/130E (2060 kg przy 65 km/h);;Opona rolnicza;13.6 (340/85, 340/90);;38;;3408538FIP85;
4394;6740;3286340564113;4608538FIP85;Opona 460/85R38 Firestone Performer 85;149D/146E TL (18.4R38);;3390.00;3200.00;4169.70;3936.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/173eb9c9-8226-4ef0-a2d5-d388ae06c2f1/l/opona-460%252F85r38-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);149D/146E (3250 kg przy 65 km/h);;Opona rolnicza;18.4 (460/85, 480/80);;38;;4608538FIP85;
4398;6744;3286340471114;4608542FIP85;Opona 460/85R42 Firestone Performer 85;150D/147E TL (18.4R42);;4510.00;4120.00;5547.30;5067.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;6.0000;;https://static.abstore.pl/img/grasdorf/db181255-b049-415b-b5b4-d44e782c1092/l/opona-460%252F85r42-firestone-performer-85.jpg;nowa;;Radialna;Bezdętkowa (TL);150D/147E (3350 kg przy 65 km/h);;Opona rolnicza;18.4 (460/85, 480/80);;42;;4608542FIP85;
4413;6760;3286340341417;4807024FIP70;Opona 480/70R24 Firestone Performer 70;138D/135E TL;;2370.00;1950.00;2915.10;2398.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/2e0b397f-93ac-424f-a920-08284761f59b/l/opona-480%252F70r24-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);138D/135E (2360 kg przy 65 km/h);;Opona rolnicza;480/70;;24;;4807024FIP70;
4416;6763;3286340341714;4207028FIP70;Opona 420/70R28 Firestone Performer 70;133D/130E TL;;2030.00;1910.00;2496.90;2349.30;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;6.0000;;https://static.abstore.pl/img/grasdorf/06e28585-1b9c-47d2-8d2f-a40f0d2ecd8f/l/opona-420%252F70r28-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);133D/130E (2060 kg przy 65 km/h);;Opona rolnicza;420/70;;28;;4207028FIP70;
4423;6771;3286340342414;5207038FIP70;Opona 520/70R38 Firestone Performer 70;150D/147E TL;;4170.00;3930.00;5129.10;4833.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;4.0000;;https://static.abstore.pl/img/grasdorf/cc179697-aded-430c-97c7-45957668b1f9/l/opona-520%252F70r38-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);150D/147E (3350 kg przy 65 km/h);;Opona rolnicza;520/70;;38;;5207038FIP70;
4424;6772;3286340342513;5807038FIP70;Opona 580/70R38 Firestone Performer 70;155D/152E TL;;5530.00;5220.00;6801.90;6420.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;2.0000;;https://static.abstore.pl/img/grasdorf/60794884-65d4-412e-99e8-27c2b7658981/l/opona-580%252F70r38-firestone-performer-70.jpg;nowa;;Radialna;Bezdętkowa (TL);155D/152E (3875 kg przy 65 km/h);;Opona rolnicza;580/70;;38;;5807038FIP70;
4434;6782;3286340896917;5406534FIMT65;Opona 540/65R34 Firestone Maxi Traction;65 145D/142E TL;;3650.00;3500.00;4489.50;4305.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Firestone;Firestone;;6.0000;;https://static.abstore.pl/img/grasdorf/de5de979-0286-4d39-b579-250e49483fb5/l/opona-540%252F65r34-firestone-maxi-traction.jpg;nowa;;Radialna;Bezdętkowa (TL);145D/142E (2900 kg przy 65 km/h);;Opona rolnicza;540/65;;34;;5406534FIMT65;
