id;eid;eanCode;indexCatalogue;name;additionalName;description;basePriceNet;priceNet;basePrice;price;vatCode;vatRate;currency;category;producer;weight;availabilityCount;promotionInfo;imageUrls;Stan;Rodzaj bieżnika;Konstrukcja opony;Typ;Indeks nośności;Ilość płócien;Zastosowanie;Rozmiar opony;Stan opony;Średnica felgi;Indeks handlowy;Indeks katalogowy;Indeks producenta
6889;9650;;1032e368;Felga 10x32 8/330/290,5/ET-14 NDI E368;NH;;2990.00;2990.00;3677.70;3677.70;23;23.00;PLN;Felgi;NDI;;2.0000;;https://static.abstore.pl/img/grasdorf/302ddf7b-51ca-49e6-b774-46485291e549/l/felga-10x32-8%252F330%252F290-5%252Fet-14-ndi-e368.jpg,https://static.abstore.pl/img/grasdorf/4005e1d4-717d-461c-a8d0-533a9b323eec/l/felga-10x32-8%252F330%252F290-5%252Fet-14-ndi-e368.jpg,https://static.abstore.pl/img/grasdorf/5120fad8-c47b-462b-a5e0-72d8c8bb1abd/l/felga-10x32-8%252F330%252F290-5%252Fet-14-ndi-e368.jpg;nowa;;;;;;;;;32;3210;1032e368;
6890;9651;;848e370;Felga 8x48 8/203,2/150,1/ET-68 NDI E370;NH;;4750.00;4750.00;5842.50;5842.50;23;23.00;PLN;Felgi;NDI;;2.0000;;https://static.abstore.pl/img/grasdorf/75156ad8-6875-4230-89df-d348eff1af8a/l/felga-8x48-8%252F203-2%252F150-1%252Fet-68-ndi-e370.jpg,https://static.abstore.pl/img/grasdorf/e1e17e36-ccfb-4bf1-80d9-02c8cef67dbc/l/felga-8x48-8%252F203-2%252F150-1%252Fet-68-ndi-e370.jpg,https://static.abstore.pl/img/grasdorf/ab395712-78b3-4a07-87a2-698a12ec34cb/l/felga-8x48-8%252F203-2%252F150-1%252Fet-68-ndi-e370.jpg;nowa;;;;;;;;;48;488;848e370;
6633;9241;;616e81;Felga 6x16 6/120/90/ET+40 Jantsa E81;Bobcat (6.00x16);;690.00;690.00;848.70;848.70;23;23.00;PLN;Felgi;Jantsa;;2.0000;;https://static.abstore.pl/img/grasdorf/8d79bfa3-df4c-42bf-b8fa-1091b071d8cc/l/felga-6x16-6%252F120%252F90%252Fet-40-jantsa-e81.jpg,https://static.abstore.pl/img/grasdorf/6f087de8-f4b4-4d02-995b-f6f773d18022/l/felga-6x16-6%252F120%252F90%252Fet-40-jantsa-e81.jpg,https://static.abstore.pl/img/grasdorf/681b4055-8c2c-4b00-be22-987b85e7d3a4/l/felga-6x16-6%252F120%252F90%252Fet-40-jantsa-e81.jpg;demo;;;;;;;;;16;60016;616e81;
6634;9242;;1024e83;Felga 10x24 6/170/135/ET-16 demo E83;Bobcat;;990.00;990.00;1217.70;1217.70;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/77b464fa-b7cf-4e3d-98ca-f11636ccebcb/l/felga-10x24-6%252F170%252F135%252Fet-16-demo-e83.jpg,https://static.abstore.pl/img/grasdorf/a453e3a3-7c2d-42f9-b5fd-ec1fe8dd68d1/l/felga-10x24-6%252F170%252F135%252Fet-16-demo-e83.jpg,https://static.abstore.pl/img/grasdorf/94ed5189-2de9-4fe5-b2a8-0573ae12bbbc/l/felga-10x24-6%252F170%252F135%252Fet-16-demo-e83.jpg;demo;;;;;;;;;24;2410;1024e83;
7629;8037;;836p360845;Obręcz z uchwytami W8x36 C-360 Pronar;36.08.45;;1080.00;1080.00;1328.40;1328.40;23;23.00;PLN;Felgi;Pronar;;2.0000;;https://static.abstore.pl/img/grasdorf/a5809382-68a5-4f27-b15e-cfa00c910963/l/obrecz-z-uchwytami-w8x36-c-360-pronar.jpg,https://static.abstore.pl/img/grasdorf/0ab329aa-e10c-4372-a278-81cf8c83d46b/l/obrecz-z-uchwytami-w8x36-c-360-pronar.jpg;nowa;;;;;;;;;;001565;836p360845;
6790;4248;;90016PETnt3;Opona 9.00-16 Petlas NT-3 16PR TT;;;440.00;440.00;541.20;541.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Petlas;;1.0000;;https://static.abstore.pl/img/grasdorf/fe40ec69-e20e-4942-9ffd-d10ac39e9d1d/l/opona-9-00-16-petlas-nt-3-16pr-tt.png;nowa;;Diagonalna;Dętkowa (TT);131A6;16 PR;Opona rolnicza;9.00;;16;916PETnt3;90016PETnt3;
6897;9659;;1630e378;Felga 16x30 10/335/281/ET-97 E378 demo;Valtra;;2110.00;2110.00;2595.30;2595.30;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/a8708cf7-df96-4750-946c-056a4626ca9f/l/felga-16x30-10%252F335%252F281%252Fet-97-e378-demo.jpg,https://static.abstore.pl/img/grasdorf/0ee8e289-07e9-4552-9a6c-7b7964adb346/l/felga-16x30-10%252F335%252F281%252Fet-97-e378-demo.jpg,https://static.abstore.pl/img/grasdorf/dbb1bacf-3483-4704-beca-5d894f247e2a/l/felga-16x30-10%252F335%252F281%252Fet-97-e378-demo.jpg;demo;;;;;;;;;30;3016;1630e378;
6631;8598;6973033769388;1885010JouH85018;Opona 18x8.50-10 Journey H8501 8PR TL;;;150.00;150.00;184.50;184.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Journey;;6.0000;;https://static.abstore.pl/img/grasdorf/7d9d76fe-a19c-4d1b-bef1-e556fdedc9fc/l/opona-18x8-50-10-journey-h8501-8pr-tl.jpg;nowa;;Diagonalna;Bezdętkowa (TL);;8 PR;Opona rolnicza;18x8.50;;10;188510JouH85018;1885010JouH85018;
6625;9230;8904365506899;3809538ASC;Opona 380/95R38 Ascenso TDR 900 147D TL;;;2940.00;2940.00;3616.20;3616.20;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Ascenso;;2.0000;;https://static.abstore.pl/img/grasdorf/03b4a514-5456-45dd-9f6e-bee5c5f70904/l/opona-380%252F95r38-ascenso-tdr-900-147d-tl.png;nowa;;Radialna;Bezdętkowa (TL);147D (3075 kg przy 65 km/h);;Opona rolnicza;380/95;;38;3586;3809538ASC;
6549;9153;6975222073580;2785015Jou3326;Opona 27x8.50-15 Journey P332 6PR TL;;;320.00;320.00;393.60;393.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Journey;;4.0000;;https://static.abstore.pl/img/grasdorf/44950667-4e04-48a4-8525-0928dfbd570b/l/opona-27x8-50-15-journey-p332-6pr-tl.png;nowa;;Diagonalna;Bezdętkowa (TL);;6 PR;Opona przemysłowa/komunalna;27x8.50;;15;278515Jour3326;2785015Jou3326;
7089;9943;;9006042max2demo;Opona VF900/60R42 Michelin AXIOBIB 2;demo 189D/185E TL;;29200.00;23990.00;35916.00;29507.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Michelin;Michelin;;5.0000;;https://static.abstore.pl/img/grasdorf/0a1fd016-0a9d-4624-a756-ce9c53766e6d/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/c5c39add-6291-49eb-8f44-19748b46898f/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/abacccbf-5bc4-41b0-acf8-9f26fb2fc3eb/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/cd7e69d1-4aa7-4fc9-ac5d-496d539b836c/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/63ada504-c464-42e8-8b09-154b42fc3ef1/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/b846442a-40b2-4f51-8186-5620ad8769a2/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/f06bf0fa-7525-4c71-86be-e670d91bceb0/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/29f4c236-0b99-471d-a6c0-fce513c6a702/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/f0335c7a-88e5-4c84-a515-0b14f95dfe4a/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/42b2d60f-73e5-4188-9400-b9f63068acd5/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/076cf054-249f-4d65-9e03-c91f75e52b32/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/783735dc-c85e-4b4d-a8e8-fbab586d6df2/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/bf86d858-0aa8-44ad-9efb-9011d343974d/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/4ad0728c-4890-46a0-b8bc-64e48086344b/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/c6dd30ef-8420-4b4f-8218-4e2b4e3ae281/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg,https://static.abstore.pl/img/grasdorf/dbe1d8fd-234b-4f74-8d33-721cbf05dcc0/l/opona-vf900%252F60r42-michelin-axiobib-2.jpg;pokazowa;;Radialna;Bezdętkowa (TL);189D/185E (10300 kg przy 65 km/h);;Opona rolnicza;900/60;;42;3814;9006042max2demo;
6575;9160;;1136e9;Felga 11x36 8/275/221/regulowana E9 demo;Case;;2270.00;2270.00;2792.10;2792.10;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/4c139f82-c8d0-4388-8675-e07908c8bcc1/l/felga-11x36-8%252F275%252F221%252Fregulowana-e9-demo.jpg,https://static.abstore.pl/img/grasdorf/69505194-cad0-42f7-a109-a912fd19946d/l/felga-11x36-8%252F275%252F221%252Fregulowana-e9-demo.jpg,https://static.abstore.pl/img/grasdorf/094ede0f-427c-4c8b-a2ea-5b782453fd0e/l/felga-11x36-8%252F275%252F221%252Fregulowana-e9-demo.jpg;demo;;;;;;;;;36;3611;1136e9;
6577;9162;;1842e11;Felga 18x42 12/814/764/ET+19 używana E11;JD R&P;;2310.00;2310.00;2841.30;2841.30;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/5e1ab7f0-87b8-4e8c-bc6d-c0bcc107b2ca/l/felga-18x42-12%252F814%252F764%252Fet-19-uzywana-e11.jpg,https://static.abstore.pl/img/grasdorf/c6c9f337-8295-406e-868b-64c884f1fe31/l/felga-18x42-12%252F814%252F764%252Fet-19-uzywana-e11.jpg,https://static.abstore.pl/img/grasdorf/648d0622-0c9c-4d40-add1-c115eab7cdee/l/felga-18x42-12%252F814%252F764%252Fet-19-uzywana-e11.jpg;używana;;;;;;;;;42;4218;1842e11;
6581;9165;;1424e15;Felga 14x24 6/285/250/regulowana E15;demo Steyr;;1860.00;1860.00;2287.80;2287.80;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/cbdee36f-5210-487c-b2e0-adecc924e2c4/l/felga-14x24-6%252F285%252F250%252Fregulowana-e15.jpg,https://static.abstore.pl/img/grasdorf/d7b5edf0-88eb-4228-aa86-0b65f429a775/l/felga-14x24-6%252F285%252F250%252Fregulowana-e15.jpg,https://static.abstore.pl/img/grasdorf/6be3348d-074a-4555-8d21-2ff7437b9d7f/l/felga-14x24-6%252F285%252F250%252Fregulowana-e15.jpg;demo;;;;;;;;;24;2414;1424e15;
6571;9156;;1530e1;Felga 15x30 8/203,2/152,6/ET-144 E1 demo;Kubota;;1500.00;1500.00;1845.00;1845.00;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/1026116f-e7eb-4e7a-a764-efda4ff586e5/l/felga-15x30-8%252F203-2%252F152-6%252Fet-144-e1-demo.jpg,https://static.abstore.pl/img/grasdorf/00cd8f12-4bc2-434e-a0d0-45e707f45b10/l/felga-15x30-8%252F203-2%252F152-6%252Fet-144-e1-demo.jpg,https://static.abstore.pl/img/grasdorf/2e609f3a-0b25-439c-89ea-d39c1faf3144/l/felga-15x30-8%252F203-2%252F152-6%252Fet-144-e1-demo.jpg;demo;;;;;;;;;30;3015;1530e1;
6584;9169;;80040265tr20mmbn;Opona 800/40-26.5 Trelleborg T404 20mm;DOT12 nienaprawiana 172A8 TL;;6030.00;1890.00;7416.90;2324.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;1.0000;;https://static.abstore.pl/img/grasdorf/5068c8bd-5ae0-47e2-9a08-b65bf370c5df/l/opona-800%252F40-26-5-trelleborg-t404-20mm.jpg,https://static.abstore.pl/img/grasdorf/ded64587-fbb7-4825-9ce2-0aec7eb66837/l/opona-800%252F40-26-5-trelleborg-t404-20mm.jpg;używana;;Diagonalna;Bezdętkowa (TL);172A8 (6300 kg przy 40 km/h);;Opona rolnicza;800/40;;26,5;3556;80040265tr20mmbn;
6882;9640;;6507538Ndemo;Opona 650/75R38 Nokian Tractor King SB;demo 175D TL;;14780.00;12580.00;18179.40;15473.40;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Nokian;;2.0000;;https://static.abstore.pl/img/grasdorf/8fba7758-c274-47fb-897d-d90a29ae5a68/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/6a7514e1-651a-4ad5-b028-c08683a54f13/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/7b5e2968-2f31-44ef-8e91-9109967108c4/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/b3a0762b-d150-4eaf-8b87-942bb4080c5a/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/9bd2fc30-5261-45ec-b941-6429b729befb/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/112b1bfc-69ce-4cea-9922-c67834addf03/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg,https://static.abstore.pl/img/grasdorf/1bde209a-7e3f-465e-a253-790ab84fb42e/l/opona-650%252F75r38-nokian-tractor-king-sb.jpg;pokazowa;;Radialna;Bezdętkowa (TL);175D (6900 kg przy 65 km/h);;Opona leśna;650/75;;38;3712;6507538Ndemo;
7048;9874;;1046e574;Felga 10x46 8/203,2/150,1/ET-60 E574;Claas;;4140.00;4140.00;5092.20;5092.20;23;23.00;PLN;Felgi;LP;;2.0000;;;nowa;;;;;;;;;46;4610;1046e574;
6585;9170;;80040265TR20mmn;Opona 800/40-26.5 Trelleborg T404 20mm;DOT12 naprawiana 172A8 TL;;6030.00;1490.00;7416.90;1832.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;1.0000;;https://static.abstore.pl/img/grasdorf/b3811654-003a-466c-9a53-8c1a47e3279d/l/opona-800%252F40-26-5-trelleborg-t404-20mm.jpg,https://static.abstore.pl/img/grasdorf/70e35057-55ee-40fc-982e-e84b1826e001/l/opona-800%252F40-26-5-trelleborg-t404-20mm.jpg;używana;;Diagonalna;Bezdętkowa (TL);172A8 (6300 kg przy 40 km/h);;Opona rolnicza;800/40;;26,5;3557;80040265TR20mmn;
6850;9589;;71045225a388demo;Opona 710/45R22.5 Alliance 388 demo 156D;TL;;4920.00;4790.00;6051.60;5891.70;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Alliance;Alliance;;2.0000;;;pokazowa;;Radialna;Bezdętkowa (TL);156D (4000 kg przy 65 km/h);;Opona rolnicza;710/45;;22,5;3695;71045225a388demo;
6593;9177;;4207030BKTdemo;Opona 420/70R30 BKT Agrimax RT 765 demo;134D TL;;2300.00;1850.00;2829.00;2275.50;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony BKT;BKT;;4.0000;;https://static.abstore.pl/img/grasdorf/60c5bd13-7c2d-411b-a8d0-4333872cc543/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/038879b5-1bb7-48a0-91a7-6d995a0c5f0e/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/c0cb80f8-3497-40d0-9177-d23eefed1ccb/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/a65be027-b973-46dd-87f9-9cd116b85868/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/b4011caf-bbd7-4b46-bb21-3431ab137895/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/a80b5ad3-471a-4964-9aaf-16e560172649/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/1ae58e32-c042-40a4-b7ba-a9108fc9623c/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/51c7759a-0bfa-49f8-bfc6-587c37509f68/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/e46cc70b-bd83-4c68-8728-acb5434c02d2/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/5058bf0a-306f-48a8-bc4a-6d4d08b3141d/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/af867b8d-4cca-438e-bc3c-a419888a62ea/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg,https://static.abstore.pl/img/grasdorf/43814726-4ff1-4a7c-b6c8-31aaadafb266/l/opona-420%252F70r30-bkt-agrimax-rt-765-demo.jpg;pokazowa (DOT 2022);;Radialna;Bezdętkowa (TL);134D (2120 kg przy 65 km/h);;Opona rolnicza;420/70;;30;3561;4207030BKTdemo;
7634;9848;8059971000245;50014TRim110;Opona 5.00-14 Trelleborg IM110 4PR TT;(5-14);;320.00;320.00;393.60;393.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;2.0000;;https://static.abstore.pl/img/grasdorf/f4c5a923-4aa3-4810-b43a-71914e15353c/l/opona-5-00-14-trelleborg-im110-4pr-tt.jpg;nowa;;Diagonalna;Dętkowa (TT);;4PR;Opona rolnicza;5.00;;14;514tr;50014TRim110;
6609;9193;8906117622260;3809046CeatFRC165A8;Opona 380/90R46 Ceat FARMAX RC;165A8/165B TL;;2920.00;2920.00;3591.60;3591.60;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Ceat;;3.0000;;https://static.abstore.pl/img/grasdorf/bc8f44e2-1f92-4474-b033-70a2a054d45c/l/opona-380%252F90r46-ceat-farmax-rc.png,https://static.abstore.pl/img/grasdorf/2a8d64bc-3ef6-4b5a-b740-af306a57deea/l/opona-380%252F90r46-ceat-farmax-rc.jpg,https://static.abstore.pl/img/grasdorf/ac2cd37d-72c9-4e59-a6e8-0a6b1d1ea7a8/l/opona-380%252F90r46-ceat-farmax-rc.jpg,https://static.abstore.pl/img/grasdorf/9ab9a8a1-b74f-4775-91de-4ab2e75544fb/l/opona-380%252F90r46-ceat-farmax-rc.jpg,https://static.abstore.pl/img/grasdorf/6e858979-8429-475c-944b-7a54f4ec4b55/l/opona-380%252F90r46-ceat-farmax-rc.jpg,https://static.abstore.pl/img/grasdorf/703bb136-bd47-4fe6-8d07-4d03f5dfd2a5/l/opona-380%252F90r46-ceat-farmax-rc.jpg,https://static.abstore.pl/img/grasdorf/12e91525-402b-45c6-8597-fce3d16dc81c/l/opona-380%252F90r46-ceat-farmax-rc.png,https://static.abstore.pl/img/grasdorf/b54e9815-f5c3-42e4-a26e-47cb01a7b503/l/opona-380%252F90r46-ceat-farmax-rc.jpg;nowa;;Radialna;Bezdętkowa (TL);165A8/165B (5150 kg przy 50 km/h);;Opona rolnicza;14.9 (380/85, 380/90, 400/80);;46;14946Ceat;3809046CeatFRC165A8;
7635;10513;;1524e580;Felga 15x24 10/225/176/ET+50 NDI E580;Claas;;2090.00;2090.00;2570.70;2570.70;23;23.00;PLN;Felgi;NDI;;2.0000;;https://static.abstore.pl/img/grasdorf/a2cd5d83-3f2b-47d8-aff9-86db27deaa3b/l/felga-15x24-10%252F225%252F176%252Fet-50-ndi-e580.jpg,https://static.abstore.pl/img/grasdorf/77ed0717-6eff-4f9a-a3df-7af4f58e67c6/l/felga-15x24-10%252F225%252F176%252Fet-50-ndi-e580.jpg,https://static.abstore.pl/img/grasdorf/28dbc2cd-3792-4ac6-9df9-48c73ef7f10c/l/felga-15x24-10%252F225%252F176%252Fet-50-ndi-e580.jpg;nowa;;;;;;;;;24;2415;1524e580;
6672;9322;;3607024PET1024;Komplet kół do ciągnika NH Boomer:;360/70R24 Petlas demo;;5200.00;5200.00;6396.00;6396.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Petlas;;1.0000;;https://static.abstore.pl/img/grasdorf/1f93404c-0d0f-4dfd-809d-288bde9913c7/l/komplet-kol-do-ciagnika-nh-boomer-.jpg,https://static.abstore.pl/img/grasdorf/557aff95-7327-494b-a75b-5eeb17a1e345/l/komplet-kol-do-ciagnika-nh-boomer-.jpg,https://static.abstore.pl/img/grasdorf/ed738959-743f-4c56-9b4c-505eae68ee5f/l/komplet-kol-do-ciagnika-nh-boomer-.jpg,https://static.abstore.pl/img/grasdorf/c9502649-a081-4e73-9ddf-52071d41cc3f/l/komplet-kol-do-ciagnika-nh-boomer-.jpg,https://static.abstore.pl/img/grasdorf/a9b76d82-289f-4905-920b-62b3c8433621/l/komplet-kol-do-ciagnika-nh-boomer-.jpg;demo;;Radialna;Bezdętkowa (TL);;;;;;36;3607024PET1024;3607024PET1024;
6953;9722;6973033769210;2495014joup3326;Opona 24x9.50-14 Journey P332 6PR TL;;;230.00;230.00;282.90;282.90;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Pozostałe;Journey;;6.0000;;https://static.abstore.pl/img/grasdorf/e6fc3365-880c-4fe1-88b7-ec26350432b8/l/opona-24x9-50-14-journey-p332-6pr-tl.png;nowa;;Diagonalna;Bezdętkowa (TL);;6 PR;Opona rolnicza;;;14;249514joup3326;2495014joup3326;
7735;10649;;1034e664;Felga 10x34 8/275/221/ET-225 Grasdorf;E664;;3580.00;3580.00;4403.40;4403.40;23;23.00;PLN;Felgi;Grasdorf;;2.0000;;https://static.abstore.pl/img/grasdorf/3da38896-0e41-4c85-aaae-d671067a8120/l/felga-10x34-8%252F275%252F221%252Fet-225-grasdorf.jpg,https://static.abstore.pl/img/grasdorf/4be74d4b-4a7d-4adf-9813-3a9c77c43952/l/felga-10x34-8%252F275%252F221%252Fet-225-grasdorf.jpg,https://static.abstore.pl/img/grasdorf/1ee538ad-2e71-431d-9714-ae482dd2f0bf/l/felga-10x34-8%252F275%252F221%252Fet-225-grasdorf.jpg;nowa;;;;;;;;;34;3410;1034e664;
7718;10621;;7105534trdemo;Opona 710/55R34 Trelleborg TM 900 HP;demo 164D/161E TL;;7200.00;7200.00;8856.00;8856.00;23;23.00;PLN;Opony/Opony rolnicze i przemysłowe/Opony Trelleborg;Trelleborg;;1.0000;;https://static.abstore.pl/img/grasdorf/dd1949c3-558a-4d95-baee-06dabb48f183/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg,https://static.abstore.pl/img/grasdorf/09bb0c1a-2b90-419f-a5b4-8526c30fdf1b/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg,https://static.abstore.pl/img/grasdorf/a23fc03a-fd66-4421-bbe1-32721202b3d2/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg,https://static.abstore.pl/img/grasdorf/5e7f5a9c-a7a0-43a7-b85d-84894956e6fc/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg,https://static.abstore.pl/img/grasdorf/82543d2c-3fac-4517-9045-0ddf595701f2/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg,https://static.abstore.pl/img/grasdorf/2e0ac587-99d5-42f7-8f52-55deadf8c9fe/l/opona-710%252F55r34-trelleborg-tm-900-hp.jpg;pokazowa;;Radialna;Bezdętkowa (TL);164D/161E (5000 km/h przy 65 km/h);;Opona rolnicza;710/55;;34;3858;7105534trdemo;
7740;10662;;1246e668;Felga 12x46 8/275/221/ET-92 E668 używana;Fendt;;2610.00;2610.00;3210.30;3210.30;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/8161afd2-6e72-4dbd-b163-83712792c555/l/felga-12x46-8%252F275%252F221%252Fet-92-e668-uzywana.jpg,https://static.abstore.pl/img/grasdorf/958d3bf5-f848-4b0f-ae15-be7c57259b6d/l/felga-12x46-8%252F275%252F221%252Fet-92-e668-uzywana.jpg,https://static.abstore.pl/img/grasdorf/212eca8a-9c63-468c-a4b6-4e10937aadbb/l/felga-12x46-8%252F275%252F221%252Fet-92-e668-uzywana.jpg;używana;;;;;;;;;46;4612;1246e668;
7738;10660;;20265m39306;Felga 20x26.5 8/275/221/ET-100 Mefro;39306;;1590.00;1590.00;1955.70;1955.70;23;23.00;PLN;Felgi;Mefro;;4.0000;;https://static.abstore.pl/img/grasdorf/066966fd-a1a8-49b9-b058-831886362457/l/felga-20x26-5-8%252F275%252F221%252Fet-100-mefro.jpg,https://static.abstore.pl/img/grasdorf/de9cd874-ee85-4fcd-a40b-9205f11db0bd/l/felga-20x26-5-8%252F275%252F221%252Fet-100-mefro.jpg,https://static.abstore.pl/img/grasdorf/b7a291f0-0b17-44fd-a678-510e055d7294/l/felga-20x26-5-8%252F275%252F221%252Fet-100-mefro.jpg;nowa;;;;;;;;;26.5;2000265;20265m39306;
6619;9219;;1630e55;Felga 16x30 10/335/281/regulowana E55 JD;;;2710.00;2710.00;3333.30;3333.30;23;23.00;PLN;Felgi;;;2.0000;;https://static.abstore.pl/img/grasdorf/6b0fa173-749f-407d-a314-05f5ff5a1822/l/felga-16x30-10%252F335%252F281%252Fregulowana-e55-jd.jpg,https://static.abstore.pl/img/grasdorf/afbbe3ba-9290-4379-91a2-89d05b9dc69b/l/felga-16x30-10%252F335%252F281%252Fregulowana-e55-jd.jpg,https://static.abstore.pl/img/grasdorf/d8f061c0-7871-42e2-be52-a06c05b0d239/l/felga-16x30-10%252F335%252F281%252Fregulowana-e55-jd.jpg;nowa;;;;;;;;;30;3016;1630e55;
