Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
25597;0440000086565;76601;Firestone;UT3000 PLUS;;ciężarowe;OPONA 11R22.5 UT3000 PLUS 148K/145 ON/OFF ALL POSITION Firestone (E,C,A,70dB);11;;22.5;K;;148;145;;;13;13;1875,00;1162,50;E;C;A;70dB;;R;0 kg;;
256178;0440000003883;40866;Galaxy;YARD MASTER ULTRA;;przemysłowe;OPONA 250-15 YARD MASTER ULTRA 16PR TT Galaxy;250;;15;;;16PR;;;;15;15;923,73;609,66;;;;;;-;0 kg;;
256338-33;0440000080730;74478;Galaxy;YARD MASTER ULTRA;;przemysłowe;OPONA 12.00-20 YARD MASTER ULTRA 28PR TT Galaxy;12.00;;20;;;28PR;;;;6;6;3200,00;2112,00;;;;;;-;101 kg;;
256801-33;0440000079765;73156;Galaxy;YARD MASTER ULTRA;;przemysłowe;OPONA 21X8-9 (200/75-9) YARD MASTER ULTRA 14PR TT Galaxy;21X8;;9;;;14PR;;200/75-9;;9;9;490,00;323,40;;;;;;-;0;;
256802-33TTR;0440000098193;80939;Galaxy;YARD MASTER ULTRA;;przemysłowe;OPONA 300-15 YARD MASTER ULTRA 20PR +Dętka TT Galaxy;300;;15;;;20PR;;;;11;11;1520,00;1003,20;;;;;;-;0;;
25914;3286342591414;72508;Bridgestone;L355 EVO;;ciężarowe;OPONA 13R22.5 L355 EVO 158G/156K ON/OFF 3PMSF DRIVE Bridgestone (E,B,B,75dB);13;;22.5;G;K;158;156;;;6;6;3423,00;1779,96;E;B;B;75dB;;R;0 kg;;
25917;3286342591711;75085;Bridgestone;M840 ;;ciężarowe;OPONA 11R22.5 M840  148K/145L ON/OFF 3PMSF ALL POSITION Bridgestone (D,C,A,70);11;;22.5;K;L;148;145;;;2;2;2335,00;1225,87;D;C;A;70;;R;0 kg;;
25920;3286342592015;72108;Bridgestone;V-STEEL MIX M840;;ciężarowe;OPONA 275/70R22.5 V-STEEL MIX M840 148/145K 3PMSF M+S ALL POSITION Bridgestone (D,C,A,69dB);275;70;22.5;;K;148;145;;;16;16;2757,00;1378,50;D;C;A;69dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/629577;
25947;3286342594712;90414;Bridgestone;R164;;ciężarowe;OPONA 425/65R22.5 R164 165K TRAILER Bridgestone (C,D,A,70dB);425;65;22.5;K;;165;;;;4;4;4111,00;2096,61;C;D;A;70dB;;R;84,9 kg;https://eprel.ec.europa.eu/screen/product/tyres/629593;
25970;3286342597010;69363;Firestone;MULTI BLOCK T MS DE2;;przemysłowe;OPONA 23.5R25 MULTI BLOCK T MS DE2 185B TL Firestone;23.5;;25;B;;185;;;;3;3;14740,00;5896,00;;;;;;R;307 kg;;
26041900;0440000003708;62059;Lassa;TR68;;rolnicze;OPONA 6.00-16 TR68 8PR/94A6 TT Lassa;6.00;;16;;A6;8PR;94;;;20;20;254,00;175,26;;;;;;-;0;;
260439;0440000000332;68314;Lassa;TR68;;rolnicze;OPONA 7.50-16 TR68 8PR/103A6 TT Lassa;7.50;;16;;A6;8PR;103;;;20;20;395,00;272,55;;;;;;-;0 kg;;
270239;0440000007157;68135;Lassa;TR70;;rolnicze;OPONA 12.4-28 TR70 8PR/123A6 TT Lassa;12.4;;28;;A6;8PR;123;;;1;1;1040,00;717,60;;;;;;-;0 kg;;
270251;0440000045920;68312;Lassa;TR70;;rolnicze;OPONA 14.9-28 TR70 8PR/130A6 TT Lassa;14.9;;28;;A6;8PR;130;;;20;20;1440,00;993,60;;;;;;-;0 kg;;
27028400;0440000008086;68737;Lassa;TR70;;rolnicze;OPONA 18.4-30 TR70 14PR 151A6 TT Lassa;18.4;;30;;;14PR 151A6;;;;9;9;2350,00;1621,50;;;;;;-;0 kg;;
276469-39;0440000107154;84752;Galaxy;THE GIANT HIPPO;;przemysłowe;OPONA 20.5-25 THE GIANT HIPPO 20 PR TL Galaxy;20.5;;25;;;20 PR;;;;4;4;7036,00;4643,76;;;;;;-;0 kg;;
276740;3528702767405;81625;Michelin;X WORKS HD D;;ciężarowe;OPONA 315/80R22.5 X WORKS HD D 156/150K ON/OFF 3PMSF M+S DRIVE Michelin (D,B,A,74dB);315;80;22.5;;K;156;150;;;4;4;4660,00;2539,70;D;B;A;74dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1360445;
27823;3286342782317;91838;Firestone;FS424 EVO;;ciężarowe;OPONA 385/65R22.5 FS424 EVO 164K 3PMSF M+S Firestone (B,B,2,70dB);385;65;22.5;K;;164;;;;4;4;2778,00;1583,46;B;B;2;70dB;;R;0 kg;;
27828;3286342782812;81470;Firestone;TSP3000;;ciężarowe;OPONA 215/75R17.5 TSP3000 135K/133K 3PMSF TRAILER Firestone (D,C,A,71dB);215;75;17.5;K;K;135;133;;;1;1;1387,06;859,98;D;C;A;71dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1330872;
27829;3286342782911;79184;Firestone;TSP3000;;ciężarowe;OPONA 235/75R17.5 TSP3000 143J/144F M+S TRAILER Firestone (C,B,A,70dB);235;75;17.5;J;F;143;144;;;13;13;1557,00;918,63;C;B;A;70dB;;R;0;;
27830;3286342783017;81471;Firestone;TSP3000;;ciężarowe;OPONA 245/70R17.5 TSP3000 143J/146F 3PMSF TRAILER Firestone (D,B,A,70dB);245;70;17.5;J;F;143;146;;;12;12;1669,00;951,33;D;B;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1330871;
28001500;0440000006655;68738;Lassa;EARTH GRIPPER ;;przemysłowe;OPONA 12.5/80-18 (340/80-18) EARTH GRIPPER  12PR TL Lassa;12.5;80;18;;;12PR;;340/80-18;;20;20;1200,00;828,00;;;;;;-;0 kg;;
280025;0440000046569;68316;Lassa;EG;;przemysłowe;OPONA 16.0/70-20 (400/70-20) EG 12PR TL Lassa;16.0;70;20;;;12PR;;400/70-20;;20;20;2090,00;1442,10;;;;;;-;0 kg;;
28003500;0440000010348;68910;Lassa;EARTH GRIPPER EX;;przemysłowe;OPONA 10.00-20 EARTH GRIPPER EX 16PR/146/143B TT Lassa;10.00;;20;;B;16PR;146/143;;;2;2;1300,00;897,00;;;;;;-;0 kg;;
280153;0440000082246;76119;Lassa;G2;;przemysłowe;OPONA 14.00-24 G2 12PR TL Lassa;14.00;;24;;;12PR;;;;3;3;2050,00;1414,50;;;;;;-;0 kg;;
28049;3286342804910;93996;Bridgestone;VT TRACTOR;;rolnicze;OPONA 900/65R46 VT TRACTOR 193D/190E TL Bridgestone;900;65;46;D;E;193;190;;;2;2;37608,00;12410,64;;;;;;R;0 kg;;
28087;3286342808710;87961;Bridgestone;VX-TRACTOR;;rolnicze;OPONA 13.6R24 (340/85R24) VX-TRACTOR 125D/122E TL Bridgestone;13.6;;24;D;E;125;122;340/85R24;;6;6;4868,00;1509,08;;;;;;R;0;;
28095;3286342809519;86891;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 360/70R24 VX-R TRACTOR 122D/119E TL Bridgestone;360;70;24;D;E;122;119;;;2;2;4417,00;1457,61;;;;;;R;0 kg;;
28100;3286342810010;85218;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 380/70R24 VX-R TRACTOR 125D/122E TL Bridgestone;380;70;24;D;E;125;122;;;4;4;5449,00;1798,17;;;;;;R;0 kg;;
28104;3286342810416;85216;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 380/85R28 (14.9R28) VX-R TRACTOR 133D/130E TL Bridgestone;380;85;28;D;E;133;130;14.9R28;;2;2;5982,00;1974,06;;;;;;R;0 kg;;
28135;3286342813516;85916;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 420/70R28 VX-R TRACTOR 133D/130E TL Bridgestone;420;70;28;D;E;133;130;;;2;2;6880,00;2270,40;;;;;;R;0;;
28146;3286342814612;85225;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 520/70R34 VX-R TRACTOR 148D/145E TL Bridgestone;520;70;34;D;E;148;145;;;2;2;11258,00;3602,56;;;;;;R;0 kg;;
28158;3286342815817;85591;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 480/65R24 VX-R TRACTOR 133D/130E TL Bridgestone;480;65;24;D;E;133;130;;;2;2;7044,00;2324,52;;;;;;R;0;;
28172;3286342817217;85875;Bridgestone;VX-R TRACTOR;;rolnicze;OPONA 600/65R34 VX-R TRACTOR 151D/148E TL Bridgestone;600;65;34;D;E;151;148;;;2;2;13756,00;4677,04;;;;;;R;0;;
282038;8697322820380;92427;Lassa;TELEGRIPPER;;przemysłowe;OPONA 16.9-24 (440/80-24) TELEGRIPPER 168A8/20 PR TL Lassa;16.9;;24;A8;;168;20 PR;440/80-24;;20;20;2500,00;1725,00;;;;;;-;0;;
28204200;8697322820427;92428;Lassa;TELEGRIPPER;;przemysłowe;OPONA 15.5/80-24 (400/80-24) TELEGRIPPER 20PR/162A8 TL Lassa;15.5;80;24;;A8;20PR;162;400/80-24;;17;17;2500,00;1725,00;;;;;;-;74 kg;;
282055;0440000080266;75286;Lassa;EG;;przemysłowe;OPONA 18.4-26 EG 12PR TL Lassa;18.4;;26;;;12PR;;;;13;13;2850,00;1966,50;;;;;;-;0 kg;;
282068;0440000008215;52160;Lassa;EG;;przemysłowe;OPONA 16.9-28 (440/80-28) EG 14PR TL Lassa;16.9;;28;;;14PR;;440/80-28;;20;20;2600,00;1794,00;;;;;;-;0;;
282195;0440000007249;2966;Lassa;L2;;przemysłowe;OPONA 15.5-25 L2 12PR TL Lassa;15.5;;25;;;12PR;;;;19;19;2850,00;1966,50;;;;;;-;91 kg;;
28529;3286342852911;84721;Bridgestone;L355 EVO;;ciężarowe;OPONA 315/80R22.5 L355 EVO 158G/156K ON/OFF M+S DRIVE Bridgestone (E,B,A,73dB);315;80;22.5;G;K;158;156;;;8;8;3428,00;1799,70;E;B;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1043269;
292036;3528702920367;86924;Michelin;X MULTI ENERGY D2;;ciężarowe;OPONA 315/70R22.5 X MULTI ENERGY D2 156/150L 3PMSF M+S DRIVE Michelin (B,C,2,75dB);315;70;22.5;;L;156;150;;;4;4;4760,00;2522,80;B;C;2;75dB;;R;0;https://eprel.ec.europa.eu/qr/1898753;
2937;3286340293716;8075;Firestone;DURA-UT;;rolnicze;OPONA 17.5R24 (460/70R24) DURA-UT 159A TL Firestone;17.5;;24;A;;159;;460/70R24;;19;19;6360,00;2257,80;;;;;;R;0 kg;;
3001882;8808563333410;7751;Hankook;DH31;;ciężarowe;OPONA 315/70R22.5 DH31 154/150L DRIVE Hankook (D,cf,2,75dB);315;70;22.5;;L;154;150;;;4;4;3350,00;1608,00;D;cf;2;75dB;;R;64,5 kg;https://eprel.ec.europa.eu/qr/461627;
3002433;8808563377810;32425;Hankook;AM09;;ciężarowe;OPONA 315/80R22.5 AM09 156/150K ON/OFF FRONT Hankook (D,B,1,67dB);315;80;22.5;;K;156;150;;;6;6;4587,00;1628,38;D;B;1;67dB;;R;0 kg;https://eprel.ec.europa.eu/qr/461660;
3002454;8808563380575;40835;Hankook;DH31;;ciężarowe;OPONA 315/60R22.5 DH31 152/148L DRIVE Hankook (D,C,2,75dB);315;60;22.5;;L;152;148;;#;8;8;3724,00;1787,52;D;C;2;75dB;;R;0 kg;https://eprel.ec.europa.eu/qr/471295;
3002580;8808563397436;41695;Hankook;AH35;;ciężarowe;OPONA 205/75R17.5 AH35 124/122M FRONT Hankook (D,C,1,65dB);205;75;17.5;;M;124;122;;#;2;2;1991,50;716,94;D;C;1;65dB;;R;0;https://eprel.ec.europa.eu/qr/471360;
3002584;8808563397474;36302;Hankook;AH35;;ciężarowe;OPONA 245/70R17.5 AH35 136/134M FRONT Hankook (C,C,1,67dB);245;70;17.5;;M;136;134;;#;1;1;2667,00;960,12;C;C;1;67dB;;R;0 kg;https://eprel.ec.europa.eu/qr/476755;
3002586;8808563397498;41819;Hankook;TM15;;ciężarowe;OPONA 385/65R22.5 TM15 160K ON/OFF TRAILER Hankook (D,C,1,69dB);385;65;22.5;K;;160;;;#;18;18;3415,00;1587,97;D;C;1;69dB;;R;0 kg;https://eprel.ec.europa.eu/qr/476771;
3002633;8808563399942;34775;Hankook;AH35;;ciężarowe;OPONA 285/70R19.5 AH35 146/144M 3PMSF M+S FRONT Hankook (C,C,1,67dB);285;70;19.5;;M;146;144;;#;1;1;3320,50;1261,79;C;C;1;67dB;;R;0 kg;https://eprel.ec.europa.eu/qr/476794;
3002635;8808563399966;34095;Hankook;AH35;;ciężarowe;OPONA 265/70R19.5 AH35 140/138M 3PMSF M+S FRONT Hankook (C,C,1,67dB);265;70;19.5;;M;140;138;;#;4;4;2835,50;1034,96;C;C;1;67dB;;R;0 kg;https://eprel.ec.europa.eu/qr/476823;
3002653;8808563401270;46030;Hankook;AL20;;ciężarowe;OPONA 385/55R22.5 AL20 160K 3PMSF M+S FRONT Hankook (A,C,1,69dB);385;55;22.5;K;;160;;;;1;1;3724,00;1824,76;A;C;1;69dB;;R;0 kg;https://eprel.ec.europa.eu/qr/469074;
3002658;8808563401324;71033;Hankook;AH35;;ciężarowe;OPONA 305/70R19.5 AH35 148/145M 3PMSF M+S FRONT Hankook (C,C,1,71dB);305;70;19.5;;M;148;145;;;4;4;4135,00;1529,95;C;C;1;71dB;;R;47,35 kg;https://eprel.ec.europa.eu/qr/476848;
3002700;8808563405803;43081;Hankook;DH35;;ciężarowe;OPONA 265/70R19.5 DH35 140/138M DRIVE Hankook (D,B,1,73dB);265;70;19.5;;M;140;138;;#;4;4;2835,00;1063,12;D;B;1;73dB;;R;0 kg;https://eprel.ec.europa.eu/qr/461558;
3002702;8808563405827;59767;Hankook;DH35;;ciężarowe;OPONA 305/70R19.5 DH35 148/145M 3PMSF M+S DRIVE Hankook (D,B,1,73);305;70;19.5;;M;148;145;;#;1;1;4142,00;1573,96;D;B;1;73;;R;0;https://eprel.ec.europa.eu/qr/469093;
3002801;8808563414669;77648;Hankook;DM09 SMART WORK;;ciężarowe;OPONA 315/80R22.5 DM09 SMART WORK 156/150K ON/OFF 3PMSF M+S DRIVE Hankook (D,C,A,70dB);315;80;22.5;;K;156;150;;;8;8;4587,00;1697,19;D;C;A;70dB;;R;73,55 kg;;
3003106;8808563432830;43924;Hankook;DH35;;ciężarowe;OPONA 265/70R17.5 DH35 140/138M DRIVE Hankook (D,C,1,73dB);265;70;17.5;;M;140;138;;;12;12;3219,00;1126,65;D;C;1;73dB;;R;0;https://eprel.ec.europa.eu/qr/461553;
3003309;0440000084578;77011;Hankook;SMART FLEX TH31;;ciężarowe;OPONA 385/65R22.5 SMART FLEX TH31 164K 3PMSF M+S TRAILER Hankook (B,B,1,69dB);385;65;22.5;K;;164;;;;2;2;4333,00;1538,21;B;B;1;69dB;;R;0 kg;https://eprel.ec.europa.eu/qr/470942;
3003421;8808563459554;78240;Hankook;SMART FLEX AH51;;ciężarowe;OPONA 315/70R22.5 SMART FLEX AH51 156/150L 3PMSF M+S FRONT Hankook (C,B,1,72dB);315;70;22.5;;L;156;150;;;20;20;3553,00;1634,38;C;B;1;72dB;;R;61 kg;;
3003423;8808563459578;76285;Hankook;DH51 SMART FLEX;;ciężarowe;OPONA 315/70R22.5 DH51 SMART FLEX 154/150L 3PMSF M+S DRIVE Hankook (D,B,2,76dB);315;70;22.5;;L;154;150;;;20;20;3553,00;1687,67;D;B;2;76dB;;R;64,5 kg;;
3003439;8808563460864;69325;Hankook;TH31 SMART FLEX;;ciężarowe;OPONA 385/55R19.5 TH31 SMART FLEX 156J 3PMSF M+S TRAILER Hankook (B,B,1,70);385;55;19.5;J;;156;;;;20;20;5270,00;1739,10;B;B;1;70;;R;0 kg;https://eprel.ec.europa.eu/qr/471031;
3003446;8808563461021;63355;Hankook;TH31 SMART FLEX;;ciężarowe;OPONA 385/55R22.5 TH31 SMART FLEX 160K 3PMSF M+S TRAILER Hankook (B,C,2,73dB);385;55;22.5;K;;160;;;;8;8;4499,00;1687,12;B;C;2;73dB;;R;0;https://eprel.ec.europa.eu/qr/471041;
3003604;8808563505756;87225;Hankook;SMART TOURING AL22;;ciężarowe;OPONA 295/80R22.5 SMART TOURING AL22 154/149M M+S FRONT Hankook (C,B,1,69dB);295;80;22.5;;M;154;149;;;15;15;3225,00;1515,75;C;B;1;69dB;;R;0;https://eprel.ec.europa.eu/qr/461698;
3003707;8808563521503;84920;Hankook;AL51;;ciężarowe;OPONA 315/70R22.5 AL51 156/150L 3PMSF M+S FRONT Hankook (B,B,A,72dB);315;70;22.5;;L;156;150;;;7;7;3553,00;1581,08;B;B;A;72dB;;R;0 kg;;
3003708;0440000102760;83815;Hankook;DL51;;ciężarowe;OPONA 315/70R22.5 DL51 154/150L 3PMSF M+S DRIVE Hankook (C,B,A,73dB);315;70;22.5;;L;154;150;;;20;20;4724,50;1700,82;C;B;A;73dB;;R;64,5 kg;;
3003746;8808563531267;77737;Hankook;TH31 SMART FLEX;;ciężarowe;OPONA 245/70R17.5 TH31 SMART FLEX 143/141K 3PMSF M+S TRAILER Hankook (C,B,A,70dB);245;70;17.5;;K;143;141;;;6;6;2819,50;1015,02;C;B;A;70dB;;R;0 kg;https://eprel.ec.europa.eu/qr/471163;
3003834;8808563540481;78243;Hankook;DH51 SMART FLEX;;ciężarowe;OPONA 315/80R22.5 DH51 SMART FLEX 156/150L 3PMSF M+S DRIVE Hankook (D,B,2,76dB);315;80;22.5;;L;156;150;;;20;20;3600,50;1670,63;D;B;2;76dB;;R;0 kg;;
3003835;8808563540498;78241;Hankook;SMART FLEX AH51;;ciężarowe;OPONA 315/80R22.5 SMART FLEX AH51 156/150L 3PMSF M+S FRONT Hankook (C,B,1,72dB);315;80;22.5;;L;156;150;;;20;20;4767,00;1692,28;C;B;1;72dB;;R;0 kg;;
3003837;8808563540511;77741;Hankook;SMART FLEX AH51;;ciężarowe;OPONA 385/65R22.5 SMART FLEX AH51 164K 3PMSF M+S FRONT Hankook (B,B,A,70dB);385;65;22.5;K;;164;;;;19;19;5095,00;1834,20;B;B;A;70dB;;R;0 kg;;
3003874;8808563551777;91823;Hankook;SMART FLEX DH51;;ciężarowe;OPONA 315/60R22.5 SMART FLEX DH51 152/148L 3PMSF M+S DRIVE Hankook (C,B,B,76dB);315;60;22.5;;L;152;148;;;8;8;5132,50;1873,36;C;B;B;76dB;;R;0 kg;;
3003876;8808563551791;82874;Hankook;DH51 SMART FLEX;;ciężarowe;OPONA 295/60R22.5 DH51 SMART FLEX 150/147K 3PMSF M+S DRIVE Hankook (C,B,2,76dB);295;60;22.5;;K;150;147;;#;14;14;4639,00;1670,04;C;B;2;76dB;;R;62,5 kg;;
3003877;8808563551807;85643;Hankook;AH51;;ciężarowe;OPONA 295/80R22.5 AH51 154/149M 3PMSF M+S FRONT Hankook (C,B,1,72dB);295;80;22.5;;M;154;149;;;4;4;4397,50;1583,10;C;B;1;72dB;;R;61 kg;;
3003878;8808563551814;83082;Hankook;AH51;;ciężarowe;OPONA 385/55R22.5 AH51 160K 3PMSF M+S FRONT Hankook (B,B,1,70dB);385;55;22.5;K;;160;;;;2;2;5174,50;1862,82;B;B;1;70dB;;R;0 kg;;
3003942;8808563572659;83271;Hankook;AL50 SMART LINE;;ciężarowe;OPONA 315/70R22.5 AL50 SMART LINE 156/150L 3PMSF M+S FRONT Hankook (A,B,A,71dB);315;70;22.5;;L;156;150;;#;8;8;3553,00;1545,55;A;B;A;71dB;;R;63,1 kg;;
3003957;8808563577999;83038;Hankook;DL50;;ciężarowe;OPONA 315/60R22.5 DL50 152/148L 3PMSF M+S DRIVE Hankook (B,C,1,72dB);315;60;22.5;L;;152/148;;;;8;8;5144,00;1851,84;B;C;1;72dB;;R;0;;
3003958;8808563578002;80975;Hankook;DL50;;ciężarowe;OPONA 295/60R22.5 DL50 150/147L 3PMSF M+S DRIVE Hankook (B,C,A,72dB);295;60;22.5;L;;150/147;;;;16;16;4539,50;2201,66;B;C;A;72dB;;R;0 kg;;
3003960;8808563578026;84919;Hankook;AL50;;ciężarowe;OPONA 355/50R22.5 AL50 156L 3PMSF M+S FRONT Hankook (A,B,A,72dB);355;50;22.5;L;;156;;;;2;2;6069,00;2215,18;A;B;A;72dB;;R;0 kg;;
3003975;8808563585048;86172;Hankook;SMART FLEX AL51;;ciężarowe;OPONA 385/65R22.5 SMART FLEX AL51 160K 3PMSF M+S FRONT Hankook (B,B,A,73dB);385;65;22.5;K;;160;;;#;20;20;4944,50;1854,19;B;B;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/qr/1858786;
3004084;8808563623870;90307;Hankook;TH31 SMART FLEX;;ciężarowe;OPONA 435/50R19.5 TH31 SMART FLEX 164J 3PMSF M+S TRAILER Hankook (B,B,2,73dB);435;50;19.5;J;;164;;;;4;4;4867,00;1752,12;B;B;2;73dB;;R;0;;
3004085;8808563623887;90888;Hankook;TH31 SMART FLEX;;ciężarowe;OPONA 445/45R19.5 TH31 SMART FLEX 164J 3PMSF M+S TRAILER Hankook (B,B,1,69dB);445;45;19.5;J;;164;;;;2;2;5451,00;2834,52;B;B;1;69dB;;R;63 kg;https://eprel.ec.europa.eu/qr/2079205;
30215508AL-IN;8903635000020;3912;Alliance;302;;przemysłowe;OPONA 15.5-25 302 12PR TL Alliance;15.5;;25;;;12PR;;;;1;1;1985,00;1290,25;;;;;;-;96 kg;;
30219708AL-IN;8903635001829;4935;Alliance;302;;przemysłowe;OPONA 14.9-28 (380/85-28) 302 12PR TT Alliance;14.9;;28;;;12PR;;380/85-28;;4;4;2450,00;1592,50;;;;;;-;72 kg;;
304702-36;0440000073404;71558;Galaxy;HTSR 400;;przemysłowe;OPONA 29.5R25 HTSR 400 L4/E4 200B/216A2 TL Galaxy;29.5;;25;B;A2;200;216;;ALL STEEL;6;6;11200,00;7392,00;;;;;;R;0;;
30606;3286343060612;85593;Bridgestone;U-AP002;;ciężarowe;OPONA 275/70R22.5 U-AP002 152J/150K 3PMSF M+S ALL POSITION Bridgestone (B,B,A,69dB);275;70;22.5;J;K;152;150;;;14;14;2869,00;1506,22;B;B;A;69dB;;R;0;https://eprel.ec.europa.eu/screen/product/tyres/1895397;
30610407AL-IN;8903635001423;964;Alliance;306;;przemysłowe;OPONA 14.00-24 306 16PR TL Alliance;14.00;;24;;;16PR;;;;13;13;2304,00;1497,60;;;;;;-;88 kg;;
30612809AL-IN;8903635000228;28056;Alliance;306;;przemysłowe;OPONA 17.5-25 306 16PR TL Alliance;17.5;;25;;;16PR;;;;2;2;2555,00;1660,75;;;;;;-;128 kg;;
3068180442090400;0440000064457;70454;Galaxy;MIGHTY MOW;;przemysłowe;OPONA 44x18.00-20 MIGHTY MOW 4PR TL Galaxy;44x18.00;;20;;;4PR;;;;1;1;2480,00;1636,80;;;;;;-;0;;
30700018AL-IG;0440000110802;86789;Alliance;307;;przemysłowe;OPONA 14.00-24 307 12PR TL Alliance;14.00;;24;;;12PR;;;;6;6;1940,00;1261,00;;;;;;-;0 kg;;
30700019AL-IG;8903635017790;72450;Alliance;307;;przemysłowe;OPONA 14.00-24 307 16PR TL Alliance;14.00;;24;;;16PR;;;;9;9;2194,00;1426,10;;;;;;-;0 kg;;
30700050AL-IG;8903635017813;35226;Alliance;307;;przemysłowe;OPONA 17.5-25 307 16PR TL Alliance;17.5;;25;;;16PR;;;;6;6;2597,00;1688,05;;;;;;-;0;;
3070600502200009;0440000128715;69106;Alliance;882 STEEL BELTED;;rolnicze;OPONA 600/50R22.5 882 STEEL BELTED 159E TL Alliance;600;50;22.5;E;;159;;;;4;4;5856,00;3806,40;;;;;;R;0 kg;;
3071230953610000;0440000118075;68653;Alliance;350;;rolnicze;OPONA 230/95R36 (9.5R36) 350 133A8/130D TL Alliance;230;95;36;A8;D;133;130;9.5R36;;1;1;2500,00;1625,00;;;;;;R;0 kg;;
3071380904610009;0440000128159;94057;Alliance;AGRISTAR II RC;;rolnicze;OPONA 14.9R46 (380/90R46) AGRISTAR II RC 173D/170E TL Alliance;14.9;;46;D;E;173;170;380/90R46;;3;3;5325,75;3461,74;;;;;;R;138 kg;;
3071480703810002;0440000129262;94630;Alliance;AGRISTAR II;;rolnicze;OPONA 480/70R38 AGRISTAR II 145D TL Alliance;480;70;38;D;;145;;;;1;1;4270,00;2775,50;;;;;;R;0;;
3076012801612004;0440000010522;64922;Galaxy;MIGHTY MOW;;przemysłowe;OPONA 12-16.5 MIGHTY MOW 12PR TL Galaxy;12;;16.5;;;12PR;;;;4;4;1350,00;891,00;;;;;;-;0;;
30800800AL-IN;8903635000259;28983;Alliance;308;;przemysłowe;OPONA 15.5-25 308 12PR TL Alliance;15.5;;25;;;12PR;;;;4;4;2112,00;1372,80;;;;;;-;96 kg;;
30910280AL-IG;8903635002314;91203;Alliance;309;;przemysłowe;OPONA 14.00-24 309 28PR TL Alliance;14.00;;24;;;28PR;;;;12;12;4300,00;2795,00;;;;;;-;0 kg;;
31114;3286343111413;81605;Firestone;FD611;;ciężarowe;OPONA 235/75R17.5 FD611 132M/130M 3PMSF M+S DRIVE Firestone (D,B,A,73dB);235;75;17.5;M;M;132;130;;DRIVE;14;14;1475,00;870,25;D;B;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/1438150;
31117;3286343111710;79127;Firestone;FS411;;ciężarowe;OPONA 235/75R17.5 FS411 132M/130M 3PMSF M+S FRONT Firestone (C,B,A,71dB);235;75;17.5;M;M;132;130;;;10;10;1475,00;862,87;C;B;A;71dB;;R;26,5 kg;;
31119;3286343111918;79183;Firestone;FS411;;ciężarowe;OPONA 245/70R17.5 FS411 136M/134M 3PMSF M+S FRONT Firestone (C,B,B,72dB);245;70;17.5;M;M;136;134;;;7;7;1604,00;922,30;C;B;B;72dB;;R;0;;
31373;3286343137314;80817;Bridgestone;R168+;;ciężarowe;OPONA 385/65R22.5 R168+ 160K/158L 3PMSF M+S TRAILER Bridgestone (C,B,A,71dB);385;65;22.5;K;L;160;158;;;20;20;3260,00;1597,40;C;B;A;71dB;;R;0 kg;;
31714354AL-IN;8903635001454;4793;Alliance;317 MPT;;przemysłowe;OPONA 12.5/80-18 (320/80-18) 317 MPT 12PR TL Alliance;12.5;80;18;;;12PR;;320/80-18;;11;11;1350,00;877,50;;;;;;-;48 kg;;
31714551AL-IN;8903635013235;24096;Alliance;317 MPT;;przemysłowe;OPONA 14.5-20 317 MPT 14PR TL Alliance;14.5;;20;;;14PR;;;;6;6;1821,00;1183,65;;;;;;-;58 kg;;
32001652VP-IN;0440000081928;25812;Alliance;A320 VALUE PLUS;;rolnicze;OPONA 10.0/75-15.3 (260/75-15.3) A320 VALUE PLUS 14PR TL Alliance;10.0;75;15.3;;;14PR;;260/75-15.3;;20;20;370,00;240,50;;;;;;-;17 kg;;
32011922VP-IG;8903635012146;29829;Alliance;320 VALUE PLUS;;rolnicze;OPONA 11.5/80-15.3 320 VALUE PLUS 14PR TL Alliance;11.5;80;15.3;;;14PR;;;;20;20;503,00;326,95;;;;;;-;22 kg;;
32012112VP-IG;0440000079253;32534;Alliance;320 VALUE PLUS;;rolnicze;OPONA 400/60-15.5 320 VALUE PLUS 16PR TL Alliance;400;60;15.5;;;16PR;;;;20;20;730,00;474,50;;;;;;-;36 kg;;
