10003613;8903635047780;Alliance;Opona 800 / 40 - 26.5, Forestar 644 III;24 PR, 183 A2 / 176 A8, TL, LS-2, Steel Belted;Alliance;1;6913,61;4,00;0,00;
10003614;8903635021773;Alliance;Opona 15.5 / 55 R 18, 601, M+S;140 A8 / 140 B, TL, Steel Belted;(385/55R18), Alliance;1;1924,00;10,00;0,00;
10003620;8903635063599;Alliance;Opona 23.5 R 25, 703;201 A2 / 185 B, TL, E3 / L3, **, C.R.;Alliance;1;5018,23;4,00;0,00;
10003623;8903635063698;Alliance;Opona 26.5 R 25, 704;209 A2 / 193 B, TL, E4 / L4, **, C.R.;Alliance;1;7400,00;2,00;0,00;
10003672;8903635063681;Alliance;Opona 23.5 R 25, 704;201 A2 / 185 B, TL, E4 / L4, **, C.R.;Alliance;1;7084,56;4,00;0,00;
10003676;8903635028932;Alliance;Opona VF 710 / 55 R 30, Agriflex 372 +;165 D, TL;Alliance;1;4390,84;2,00;0,00;
10003814;8906117629153;CEAT;Opona 340 / 80 R 18, Loadpro;143 A8 / 143 B, TL;CEAT;1;1331,12;10,00;0,00;
10003819;8903635048091;Alliance;Opona 600 / 55 - 26.5, Forestar 644 III;24 PR, 177 A2 / 170 A8, TL, LS-2, Steel Belted;Alliance;1;5484,37;4,00;0,00;
10003846;8904288110258;CEAT;Opona 250 / 80 R 16, MULTILOADMAX;127 A8 / 123 D, TL, Steel Belted, M+S;CEAT;1;934,62;2,00;0,00;
10003901;8903635056485;Alliance;Opona VF 520 / 70 R 38ÿ, Agriflex 373 +;170 D, TL, Steel Belted;Alliance;1;4069,22;3,00;0,00;
10003948;8903635057376;Alliance;Opona 540 / 65 - 28, Agro Forestry 669;155 A8 / 152 B, TL, R1-W, Steel Belted;Alliance;1;4545,04;2,00;0,00;
10003996;8903635058069;Alliance;Opona 320 / 90 R 46, 350;151 A8 / 148 D, TL;(12.4R46), Alliance;1;2590,00;1,00;0,00;
10004001;8903635057840;Alliance;Opona 500 / 45 - 20, Flotation 331;12 PR, 134 A8 / 147 A8, TL;Alliance;1;3700,00;4,00;0,00;
10004030;8903635028468;Alliance;Opona 520 / 70 R 34, Agri Star II;168 D, TL, Steel Belted;Alliance;1;4070,00;4,00;0,00;
10004041;8903635057277;Alliance;Opona 500 / 45 - 22.5, 328 Value Plus;16 PR, 142 A8 / 154 A8, TL;Alliance;1;1334,76;4,00;0,00;
10004044;8903635060239;Alliance;Opona VF 600 / 70 R 30 CFO, Agriflex 372 +;174 D, TL, Steel Belted;Alliance;1;4305,69;2,00;0,00;
10004148;8903635065319;Alliance;Opona 710 / 70 R 38, Agro Forestry 670;175 A2 / 168 A8, TL, R1-W, Steel Belted;Alliance;1;7244,93;3,00;0,00;
10004168;8904288110197;CEAT;Opona 1050 / 50 R 32, Yieldmax;184 A8 / 184 B, TL, Steel Belted;CEAT;1;10286,00;10,00;0,00;
10004221;8904288112160;CEAT;Opona 215 / 65 R 14, Lawnmax;90 A8 / 90 B, TL;CEAT;1;392,20;2,00;0,00;
10004222;8904288112177;CEAT;Opona 200 / 60 R 15, Lawnmax;83 A8 / 83 B, TL;CEAT;1;347,80;4,00;0,00;
10004225;8904288110173;CEAT;Opona 280 / 70 R 16, Lawnmax;112 A8 / 112 B, TL;CEAT;1;840,93;4,00;0,00;
10004228;8904288110180;CEAT;Opona 360 / 70 R 24, Lawnmax;122 A8 / 122 B, TL;CEAT;1;1776,00;10,00;0,00;
10004234;8903635060161;Alliance;Opona VF 710 / 60 R 38, Agriflex 372 +;171 D, TL, Steel Belted;Alliance;1;5455,29;2,00;0,00;
10004241;8904288112245;CEAT;Opona 320 / 70 R 20, Lawnmax;113 A8 / 113 B, TL;CEAT;1;1098,70;6,00;0,00;
10004253;8904288112405;CEAT;Opona 540 / 80 R 38, MULTILOADMAX;172 A8 / 167 D, TL, Steel Belted, M+S;CEAT;1;4225,77;10,00;0,00;
10004254;8904288112399;CEAT;Opona 440 / 80 R 24, MULTILOADMAX;161 A8 / 156 D, TL, Steel Belted, M+S;CEAT;1;2197,40;8,00;0,00;
10004278;6977774054321;Turon;Opona 195 / 50 R 13 C, TrailerMove 201;104 / 101 N, TL, M+S;Turon;1;155,40;3,00;0,00;
