kod producenta;symbol handlopex;producent;nazwa;szerokosc;profil;srednica;indeks pr.;indeks nosn.;ilosc;cena det.;cena hurt netto;ean;opor toczenia;przyczepnosc;halas;dot;cena fix;waga;maxDpdQty;labelNoise;labelSnow;labelIce;labelEprel;isElectric;
750672;BBCR225295600BHD2;Bandag Bridgestone;295/60  R22.5  HD02 270  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS BRIDGESTONE;295;60;22.5;0;;8;1825;863.71;;;;;2025,2026;0;50.200;0;;1;0;0;0;
726904;BBCR2253157007490;Bandag Bridgestone;315/70  R22.5  M749 270  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS BRIDGESTONE;315;70;22.5;0;;13;1732;884.95;;;;;2024;0;59.100;0;;1;0;0;0;
726904;BBCR2253157007493;Bandag Bridgestone;315/70  R22.5  M749 270  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS MICHELN;315;70;22.5;0;;4;1732;884.95;;;;;2025,2026;0;59.100;0;;1;0;0;0;
726904;BBCR2253157007496;Bandag Bridgestone;315/70  R22.5  M749 280  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS MICHELN;315;70;22.5;0;;4;1732;905.47;;;;;2024,2026;0;59.100;0;;1;0;0;0;
750577;BBCR225315700HD20;Bandag Bridgestone;315/70  R22.5  HD2 280  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS MICHELIN;315;70;22.5;0;;4;1778;774.2;;;;;2026;0;60.100;0;;1;0;0;0;
750710;BBCR225385650R2T1;Bandag Bridgestone;385/65  R22.5  RT2 300  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS MICHELIN;385;65;22.5;0;;2;1716;967.1;;;;;2024;0;71.500;0;;1;0;0;0;
750446;BBCR225385650T2H2;Bandag Bridgestone;385/65  R22.5  HT2 300  BANDAG BRIDGESTONE  Bie¿nikowana  M+S  3PMSF KARKAS MICHELIN;385;65;22.5;0;;2;1798;774.2;;;;;2025,2026;0;71.500;0;;1;0;0;0;
19728;BFCR22529580M24F0;Firestone;295/80  R22.5  FS424  [152/148] M  TL  M+S  3PMSF  NEW;295;80;22.5;M;152/148;3;4055;1396.5;3286341972818;C;B;69dB;2026;0;62.100;0;A;1;0;1840975;0;
19732;BFCR22531570L24F0;Firestone;315/70  R22.5  FS424  [154/150] L  TL  M+S  3PMSF  NEW;315;70;22.5;L;154/150;2;4264;1416.1;3286341973211;B;B;71dB;2026;0;60.400;0;A;1;0;1719201;0;
19737;BFCR22531570LFD20;Firestone;315/70  R22.5  FD624  [154L/152M]  TL  M+S  3PMSF  NEW;315;70;22.5;L;154L/152M;4;4264;1429.82;3286341973716;C;C;74dB;2025;0;62.100;0;B;1;0;1648378;0;
17049;BFCR22538565KFT41;Firestone;385/65  R22.5  FT524  [160] K  TL  M+S  3PMSF  NEW;385;65;22.5;K;160;2;2662;1449.42;3286341704914;B;B;69dB;2026;0;66.900;0;A;1;0;1819380;0;
25970;BFPR250G23000MBT0;Firestone;23.5  R25  MBT MS DE2  E-3/L-3 **  [185 B]  TL;23.5;82;25;0;185 B;2;13500;5300.82;;;;;2025;0;250.000;0;;0;0;0;0;
25973;BFPR250G75000MBT0;Firestone;17.5  R25  MBT MS DE2  E-3/L-3 **  [167 B]  TL;17.5;82;25;0;167 B;2;5840;2788.1;;;;;2025;0;140.000;0;;0;0;0;0;
4124;BFRR240340858PX80;Firestone;340/85  R24  (13.6  R24)  PERFORMER 85 XL  [136 A8/136 B]  TL;340;85;24;A8;136 A8/136 B;2;3045;1135.82;3286340412414;;;;2026;0;63.500;0;;0;0;0;0;
31373;BRCR22538565K68P6;Bridgestone;385/65  R22.5  R168+  [160] K  TL  M+S  3PMSF;385;65;22.5;K;160;4;5437;1592.5;3286343137314;C;B;71dB;2026;0;74.100;0;A;1;0;1574452;0;
10852;BRCR22538565KURT0;Bridgestone;385/65  R22.5  DURT2  [160] K  TL  M+S   3PMSF;385;65;22.5;K;160;12;5723;1612.1;3286341085211;B;B;70dB;2026;0;63.700;0;A;1;0;383552;0;
5225570000;CCCR22529560LH3D1;Continental;295/60  R22.5  CONTI HYBRID HD3  18PR  [150/147] L  TL  M+S  3PMSF;295;60;22.5;L;150/147;3;3053;1802.22;4019238083613;D;C;73dB;2026;0;52.200;0;A;1;0;1026768;0;
5127960000;CCCR22531570L5SH0;Continental;315/70  R22.5  CONTI ECO HS5  20PR  [156/150] L  TL  M+S  3PMSF;315;70;22.5;L;156/150;6;3313;1890.42;4019238084566;B;B;71dB;2025;0;60.100;0;A;1;0;1076712;0;
5126270000;CCCR22531570LCH50;Continental;315/70  R22.5  CONTI HYBRID HS5  20PR  [156/150] L  TL  M+S  3PMSF;315;70;22.5;L;156/150;2;3266;1910.02;4019238046120;C;B;70dB;2025,2026;0;61.000;0;A;1;0;710214;0;
5224440000;CCCR22531570LH5D0;Continental;315/70  R22.5  CONTI HYBRID HD5  18PR  [154/150] L  TL  M+S  3PMSF;315;70;22.5;L;154/150;4;3217;1910.02;4019238046137;C;C;76dB;2025;0;61.000;0;B;1;0;710193;0;
5225280000;CCCR22531570LHD50;Continental;315/70  R22.5  CONTI ECO HD5  18PR  [154/150] L  TL  M+S  3PMSF;315;70;22.5;L;154/150;4;3313;1965.88;4019238078077;B;C;73dB;2026;0;62.100;0;A;1;0;777615;0;
5128260000;CCCR22531580L5SH0;Continental;315/80  R22.5  CONTI ECO HS5  18PR  [156/150] L  TL  M+S  3PMSF;315;80;22.5;L;156/150;4;3283;1821.82;4019238090406;B;B;71dB;2025;0;65.100;0;A;1;0;1176741;0;
5127050000;CCCR22531580LCH50;Continental;315/80  R22.5  CONTI HYBRID HS5  18PR  [156/150] L  TL  M+S  3PMSF;315;80;22.5;L;156/150;6;3283;1959.02;4019238067811;C;B;71dB;2024,2026;0;64.000;0;A;1;0;710350;0;
5251860000;CCCR22531580MHED0;Continental;315/80  R22.5  HDC1 ED  18PR  [156/150] K  TL  M+S  3PMSF;315;80;22.5;M;156/150;3;3315;1831.62;4019238032574;D;C;74dB;2024;0;71.500;0;B;1;0;525701;0;
5128600000;CCCR22538565K5SH0;Continental;385/65  R22.5  CONTI ECO HS5  20PR  [164] K  TL  M+S  3PMSF;385;65;22.5;K;164;4;3482;2037.42;4019238099546;B;B;71dB;2025;0;70.100;0;A;1;0;1411068;0;
5321890000;CCCR22542565KHT22;Continental;425/65  R22.5  HTR2  20PR  [165] K  TL  M+S;425;65;22.5;K;165;4;4066;2478.42;4019238032581;B;C;73dB;2025;0;80.100;0;B;0;0;483143;0;
5130620000;CCCZ22531580LHWW0;Continental;315/80  R22.5  HSW2+ COACH  18PR  [156/150] L  TL  M+S  3PMSF;315;80;22.5;L;156/150;2;3154;1723.82;4019238072617;C;C;73dB;2024;0;66.700;0;B;1;0;659028;0;
5740150000;CCPR20036580KM811;Continental;365/80  R20  (14.5  R20)  MPT 81  [152 K]  TL  M+S;365;80;20;K;152 K;4;3659;2400.02;4019238026016;;;;2025;0;68.500;0;;0;0;0;0;
115223852C020KTH2U;CLCR22538565K2HT0;CELESTIS;385/65  R22.5  CTH2  20PR  [164K/158L]  TL  M+S  3PMSF;385;65;22.5;K;164K/158L;6;1311;861.42;8906140922696;B;C;73dB;2026;0;74.000;0;B;1;0;0;0;
107343;CTCR22529580MX3D0;CEAT;295/80  R22.5  WINSUPER-X3-D  18PR  [154/149] M  TL  M+S  3PMSF;295;80;22.5;M;154/149;4;1626.04;900.62;8904288103892;D;B;71dB;2025;0;68.700;0;A;1;0;1140605;0;
113287W2024;CTCR22531560LWES1;CEAT;315/60  R22.5  WINMILE-S  20PR  [154/150] L  TL  M+S  3PMSF  DOT2024;315;60;22.5;L;154/150;6;1477.66;802.62;8904288108224W2;C;B;72dB;2024;0;57.300;0;B;1;0;1905597;0;
106920;CTCR22531570LWED0;CEAT;315/70  R22.5  WINMILE-D  [154/150] L  TL  M+S  3PMSF;315;70;22.5;L;154/150;4;1807.14;1028.02;8904288103168;D;B;75dB;2025;0;65.800;0;B;1;0;575343;0;
106324;CTCR22531570LWES0;CEAT;315/70  R22.5  WINMILE-S  [156/150] L  TL  M+S  3PMSF;315;70;22.5;L;156/150;2;1807.16;1014.3;8904288102758;C;B;71dB;2025;0;62.800;0;A;1;0;575290;0;
106919;CTCR22531580LWED0;CEAT;315/80  R22.5  WINMILE-D  [156/150] L  TL  M+S  3PMSF;315;80;22.5;L;156/150;4;1915.83;1047.62;8904288103182;C;B;75dB;2025;0;71.700;0;B;1;0;563651;0;
106439;CTCR22531580LWES0;CEAT;315/80  R22.5  WINMILE-S  [156/150] L  TL  M+S  3PMSF;315;80;22.5;L;156/150;4;1851.44;1024.1;8904288103175;C;B;71dB;2025;0;68.100;0;A;1;0;563643;0;
113087;CTCR22538565KWET0;CEAT;385/65  R22.5  WINMILE-T  [164] K  TL  M+S  3PMSF;385;65;22.5;K;164;4;1964.13;1106.42;8904288103199;B;B;67dB;2025;0;75.100;0;A;1;0;1459332;0;
178425;DCPR250H4000ERM80;Double Coin;14.00  R25  (385/95  R25)  REM8  [170 F]  TL  80km/h;14.00;82;25;E;170 F;2;5000;2507.82;;;;;2025;0;128.400;0;;0;0;0;0;
DBB7410TH1734AF2;EGCR17521575MGHA0;GOODTRIP;215/75  R17.5  GHA20 (GOODTRIP)  14PR  [128/126] M  TL  M+S  3PMSF;215;75;17.5;M;128/126;3;552.29;367.5;8859625701159;D;B;74dB;2026;0;27.500;0;B;1;0;1589655;0;
DBB7410TH1766AF2;EGCR17523575KGHA0;GOODTRIP;235/75  R17.5  GHA20 (GOODTRIP)  16PR  [143/141] K  TL  M+S  3PMSF;235;75;17.5;K;143/141;3;649.76;420.42;8859625701241;D;B;74dB;2026;0;30.100;0;B;1;0;1589666;0;
ECA7310TH1766DS1;EGCR17523575MGH90;GOODTRIP;235/75  R17.5  GHD22 (GOODTRIP)  14PR  [132/130] M  TL  M+S  3PMSF;235;75;17.5;M;132/130;4;684;416.5;8859625701951;E;C;73dB;2024;0;30.100;0;A;1;0;1817710;0;
DBB7410TH1764AF2;EGCR19524570MGHA1;GOODTRIP;245/70  R19.5  GHA20 (GOODTRIP)  18PR  [141/140] K  TL  M+S  3PMSF;245;70;19.5;M;141/140;4;722.85;459.62;8859625701302;D;B;74dB;2025;0;35.400;0;B;1;0;1589668;0;
DBB7410TH170FAF2;EGCR19528570KGHA0;GOODTRIP;285/70  R19.5  GHA20 (GOODTRIP)  18PR  [150/148] K  TL  M+S  3PMSF;285;70;19.5;K;150/148;2;1053;577.22;8859625701364;D;B;74dB;2026;0;44.500;0;B;1;0;1589682;0;
CAB7210TH17674C5;EGCR19543550JGH20;GOODTRIP;435/50  R19.5  GHT22 TRAILER (GOODTRIP)  22PR  [160] J  TL  M+S  3PMSF;435;50;19.5;J;160;12;1461.95;959.42;8859625701036;C;A;72dB;2026;0;62.400;0;B;1;0;1226877;0;
CAB7210TH17684C5;EGCR19544545JGH20;GOODTRIP;445/45  R19.5  GHT22 TRAILER (GOODTRIP)  22PR  [160] J  TL  M+S  3PMSF;445;45;19.5;J;160;4;1437.59;910.42;8859625701043;C;A;72dB;2026;0;63.400;0;B;1;0;1226899;0;
CBA7010TH1720AF2;EGCR22529580MGHA0;GOODTRIP;295/80  R22.5  GHA20 (GOODTRIP)  18PR  [154/149] M  TL  M+S  3PMSF;295;80;22.5;M;154/149;10;1368;734.02;8859625700015;C;B;70dB;2025;0;60.100;0;A;1;0;1220868;0;
DCB7510TH1720AE2;EGCR22529580MGHD0;GOODTRIP;295/80  R22.5  GHD20 (GOODTRIP)  18PR  [154/149] M  TL  M+S  3PMSF;295;80;22.5;M;154/149;8;1315.76;773.22;8859625700039;D;C;74dB;2025;0;61.200;0;B;1;0;1220887;0;
CBA7010TH1765AF2;EGCR22531570MGHA0;GOODTRIP;315/70  R22.5  GHA20 (GOODTRIP)  20PR  [154/151] M  TL  M+S  3PMSF;315;70;22.5;M;154/151;2;1250.78;773.22;8859625700053;C;B;70dB;2025;0;59.100;0;A;1;0;1220869;0;
DCB7510TH1765AE2;EGCR22531570MGHD0;GOODTRIP;315/70  R22.5  GHD20 (GOODTRIP)  20PR  [154/151] M  TL  M+S  3PMSF;315;70;22.5;M;154/151;4;1298.19;832.02;8859625700077;D;C;75dB;2025,2026;0;59.100;0;B;1;0;1220888;0;
1726AF2;EGCR22531580LGHA0;GOODTRIP;315/80  R22.5  GHA20 (GOODTRIP)  20PR  [157/154] L  TL  M+S  3PMSF;315;80;22.5;L;157/154;4;1218.29;763.42;8859625700091;C;B;70dB;2026;0;67.300;0;A;1;0;1331613;0;
1726AE2;EGCR22531580LGHD0;GOODTRIP;315/80  R22.5  GHD20 (GOODTRIP)  20PR  [157/154] L  TL  M+S  3PMSF;315;80;22.5;L;157/154;12;1348.24;841.82;8859625700114;D;C;75dB;2025;0;67.300;0;B;1;0;1331622;0;
1726AH2;EGCR22531580LGM00;GOODTRIP;315/80  R22.5  GMD30 ON-OFF ROAD (GOODTRIP)  20PR  [157/154] L  TL  M+S  3PMSF;315;80;22.5;L;157/154;12;1348.24;871.22;8859625700152;D;B;73dB;2026;0;67.300;0;B;1;0;1331632;0;
1726AK2;EGCR22531580LGMA0;GOODTRIP;315/80  R22.5  GMA30 ON-OFF ROAD (GOODTRIP)  20PR  [157/154] L  TL  M+S  3PMSF;315;80;22.5;L;157/154;14;1242.66;792.82;8859625700138;D;B;71dB;2026;0;67.300;0;B;1;0;1331627;0;
BBB7210TH1760AJ2;EGCR22538555KGHT0;GOODTRIP;385/55  R22.5  GHT50 TRAILER (GOODTRIP)  20PR  [160] K  TL  M+S  3PMSF;385;55;22.5;K;160;12;1356.37;890.82;8859625700862;B;B;72dB;2026;0;63.400;0;B;1;0;1310352;0;
CP1762AF2;EGCR22538565KGHA0;GOODTRIP;385/65  R22.5  GHA20 (GOODTRIP)  24PR  [164] K  TL  M+S  3PMSF;385;65;22.5;K;164;2;1486.32;920.22;8859625702521;B;B;72dB;2025;0;67.300;0;B;1;0;2340851;0;
BBA6910TH1745AJ2;EGCR22538565KGHT1;GOODTRIP;385/65  R22.5  GHT50 TRAILER (GOODTRIP)  20PR  [160] K  TL  M+S  3PMSF;385;65;22.5;K;160;5;1356.37;890.82;8859625700213;B;B;69dB;2026;0;69.900;0;A;1;0;1220902;0;
DBA7110TH1792AK2;EGCR225F3000LGM01;GOODTRIP;13  R22.5  GMD30 ON-OFF ROAD (GOODTRIP)  20PR  [156/153] L  TL  M+S  3PMSF;13;82;22.5;L;156/153;8;1429.46;890.82;8859625700190;D;B;73dB;2025,2026;0;72.500;0;B;1;0;1221888;0;
580102;GFCR17521575JETN0;Fulda;215/75  R17.5  ECOTONN  [135/133] J  TL  M+S  3PMSF;215;75;17.5;J;135/133;28;1380;710.5;4038526059079;C;C;68dB;2026;0;28.300;0;A;1;0;531149;0;
570676;GFCR22529560KRG30;Fulda;295/60  R22.5  REGIOFORCE 3  [150K/149L]  TL  M+S  3PMSF;295;60;22.5;K;150K/149L;4;2690;1341.62;5452000582492;D;C;74dB;2025;0;51.200;0;B;1;0;1431179;0;
570269;GFCR22529580MRC30;Fulda;295/80  R22.5  REGIOCONTROL 3 HL  [154/149] M  TL  M+S  3PMSF;295;80;22.5;M;154/149;1;2690;1302.42;5452000576699;C;C;72dB;2025;0;54.100;0;B;1;0;1016090;0;
570268;GFCR22531570LRC30;Fulda;315/70  R22.5  REGIOCONTROL 3 HL  [156/150] L  TL  M+S  3PMSF;315;70;22.5;L;156/150;2;2810;1420.02;5452000576682;C;C;72dB;2025;0;56.100;0;B;1;0;534528;0;
570671;GFCR22531570LRG30;Fulda;315/70  R22.5  REGIOFORCE 3  [154L/152M]  TL  M+S  3PMSF;315;70;22.5;L;154L/152M;6;2810;1327.9;5452000582447;D;C;74dB;2025;0;56.100;0;B;1;0;534529;0;
570245;GFCR22538555KRN30;Fulda;385/55  R22.5  REGIOTONN 3  [160K/158L]  TL  M+S  3PMSF;385;55;22.5;K;160K/158L;2;2870;1400.42;5452000574794;B;B;72dB;2025;0;64.700;0;B;1;0;652473;0;
572252;GFCR22538565KRN30;Fulda;385/65  R22.5  REGIOTONN 3 HL  [164K/158L]  TL  M+S  3PMSF;385;65;22.5;K;164K/158L;4;2740;1312.22;5452000712288;B;B;72dB;2026;0;69.700;0;B;1;0;530610;0;
569513;GGCR22531580KMS50;Goodyear;315/80  R22.5  OMNITRAC S  [156/150] K  TL  M+S  3PMSF;315;80;22.5;K;156/150;2;4280;1567.02;5452000560261;D;B;73dB;2025;0;66.100;0;B;1;0;530472;0;
569565;GGCR22531580KMS60;Goodyear;315/80  R22.5  OMNITRAC D  [156/150] K  TL  M+S  3PMSF;315;80;22.5;K;156/150;4;4280;1557.22;5452000560865;D;B;75dB;2025;0;69.700;0;B;1;0;530491;0;
582522;GGCR22538565KKS30;Goodyear;385/65  R22.5  KMAX S G3  [164K/158L]  TL  M+S  3PMSF;385;65;22.5;K;164K/158L;2;4500;1939.42;4038526086334;B;B;71dB;2026;0;69.300;0;A;1;0;2402001;0;
568860;GGCZ22529560KUMS1;Goodyear;295/60  R22.5  ULTRAGRIP MAX S  [150K/149L]  TL  M+S  3PMSF;295;60;22.5;K;150K/149L;2;3520;1870.82;5452000539816;C;B;72dB;2025;0;46.000;0;B;1;0;530379;0;
594494;GNCR17526570MP461;Dunlop;265/70  R17.5  SP446  [139/136] M  TL  M+S  3PMSF;265;70;17.5;M;139/136;2;2230;1102.5;4038526400475;D;C;72dB;2025;0;36.700;0;A;1;0;1315385;0;
568913;GNCR22531570L4640;Dunlop;315/70  R22.5  SP446  [154L/152M]  TL  M+S  3PMSF;315;70;22.5;L;154L/152M;4;3650;1612.1;5452000541000;C;C;71dB;2025;0;57.200;0;A;1;0;530416;0;
729531;GNCR22531570L4641;Dunlop;315/70  R22.5  SP446  [154L/152M]  TL  M+S  3PMSF;315;70;22.5;L;154L/152M;4;3160;1641.5;4038526541635;C;C;72dB;2026;0;57.200;0;B;1;0;2630414;0;
568902;GNCR22538555K4360;Dunlop;385/55  R22.5  SP346  [160K/158L]  TL  M+S  3PMSF;385;55;22.5;K;160K/158L;2;3980;1743.42;5452000540966;B;B;70dB;2026;0;63.000;0;A;1;0;530409;0;
568905;GNCR22538565K4360;Dunlop;385/65  R22.5  SP346  [160K/158L]  TL  M+S  3PMSF;385;65;22.5;K;160K/158L;6;3770;1739.5;5452000424860;B;B;73dB;2026;0;69.200;0;B;1;0;530411;0;
572202;GNCR22538565K7HL0;Dunlop;385/65  R22.5  SP247 HL  [164K/158L]  TL  M+S  3PMSF;385;65;22.5;K;164K/158L;5;3650;1537.62;5452000711946;C;B;72dB;2026;0;76.500;0;B;1;0;530603;0;
568216;GNCZ22531580K3620;Dunlop;315/80  R22.5  SP362  [156K/154L]  TL  M+S  prowadzšca zima  3PMSF;315;80;22.5;K;156K/154L;2;3810;1308.3;5452000453631;C;B;73dB;2025;0;63.900;0;B;1;0;530352;0;
568188;GNCZ22531580KS460;Dunlop;315/80  R22.5  SP462  [156L/154M]  TL  napêd zima  M+S  3PMSF;315;80;22.5;K;156L/154M;4;3810;1331.82;5452000453570;D;B;75dB;2025;0;66.800;0;B;1;0;530346;0;
577419;GSCR19526570MAVA2;Sava;265/70  R19.5  AVANT A3  [140/138] M  TL  M+S  3PMSF;265;70;19.5;M;140/138;1;1540;837.9;4038526032133;D;B;70dB;2026;0;38.200;0;A;1;0;530985;0;
570672;GSCR22531570LAV50;Sava;315/70  R22.5  AVANT 5 HL  [156/150] L  TL  M+S  3PMSF;315;70;22.5;L;156/150;3;2730;1302.42;5452000582454;C;C;72dB;2026;0;54.000;0;B;1;0;666145;0;
570673;GSCR22531570MOR50;Sava;315/70  R22.5  ORJAK 5  [154L/152M]  TL  M+S  3PMSF;315;70;22.5;M;154L/152M;6;2730;1253.42;5452000582461;D;C;74dB;2025,2026;0;57.000;0;B;1;0;610463;0;
570244;GSCR22531580MAV50;Sava;315/80  R22.5  AVANT 5  [156L/154M]  TL  M+S  3PMSF;315;80;22.5;M;156L/154M;2;2780;1390.62;5452000574787;C;C;72dB;2026;0;58.800;0;B;1;0;652187;0;
570243;GSCR22531580MOR50;Sava;315/80  R22.5  ORJAK 5  [156L/154M]  TL  M+S  3PMSF;315;80;22.5;M;156L/154M;4;2780;1400.42;5452000574770;D;C;74dB;2025,2026;0;62.200;0;B;1;0;652447;0;
570680;GSCR22538565KAV50;Sava;385/65  R22.5  AVANT 5  [160K/158L]  TL  M+S  3PMSF;385;65;22.5;K;160K/158L;2;2810;1447.46;5452000582539;C;C;72dB;2026;0;69.000;0;B;1;0;982515;0;
572260;GSCR22538565KCA50;Sava;385/65  R22.5  CARGO 5 HL  [164K/158L]  TL  M+S  3PMSF;385;65;22.5;K;164K/158L;4;2720;1322.02;5452000711663;C;B;72dB;2025,2026;0;68.500;0;B;1;0;530612;0;
3002060;HACR22531580LAH30;Hankook;315/80  R22.5  AH31  [156/150] L  M+S  3PMSF;315;80;22.5;L;156/150;2;3430;1625.82;8808563349503;C;B;73dB;2026;0;64.900;0;A;1;0;461617;0;
3003545;HACR22538565K31T1;Hankook;385/65  R22.5  TH31  [164] K  /naczepa  M+S;385;65;22.5;K;164;12;3439;1514.1;8808563473611;B;B;69dB;2025;0;71.500;0;A;1;0;470942;0;
;HBCR225315700HD50;Bie¿nikowane Handlopex;OPONA BIE¯. CONTI TREAD 315/70  R22.5  HD5 Hybrid 270  M+S  3PMSF / napêd  KARKAS CONTINENTAL;315;70;22.5;0;;4;1475.42;624.78;;;;;2026;0;59.100;0;;1;0;0;0;
MRL00414051TL;HLPD153G10758M460;MRL;10.0/75 - 15.3  MPT 446  14PR  [130 A8/130 A8]  TL;10.0;75;15.3;A8;130 A8/130 A8;2;565.5;338.1;8907375001088;;;;2025;0;20.100;0;;0;0;0;0;
MRL18414034TL;HLPD200405706MI30;MRL;405/70 - 20  (16.0/70 - 20)  MIM 374 R1  14PR  [160 A6/154 A8]  TL;405;70;20;A6;160 A6/154 A8;4;1415.74;889.55;8907375028320;;;;2026;0;62.500;0;;0;0;0;0;
MRL00816158TT;HLPD200H0000BMEX0;MRL;10.00 - 20  MEX 473 ROCK LUG  16PR  [146 B]  TT;10.00;82;20;B;146 B;4;1011.28;616.42;8907375053575;;;;2026;0;54.000;0;;0;0;0;0;
MRL08012126TL;HLPD280G69008MTL0;MRL;16.9 - 28  MTU 430 ROCKY HD  12PR  [152 A8]  TL;16.9;82;28;A8;152 A8;2;2366.3;1383.56;8907375051885;;;;2026;0;94.400;0;;0;0;0;0;
MRL38500159TL;HLPR240460708G330;MRL;460/70  R24  (17.5L  R24)  GT 333 MAXIMUS  [159 A8/159 B]  TL;460;70;24;A8;159 A8/159 B;4;2433.3;1484.7;8907375053599;;;;2026;0;91.900;0;;0;0;0;0;
MRL08706022TL;HLRD080F16003MG50;MRL;16 x 6.50 - 8  MG 54 Z-WIDE  6PR  [72 A3]  TL;16 x 6.50;82;8;A3;72 A3;2;93.79;59.78;8907375018901;;;;2026;0;3.600;0;;0;0;0;0;
MRL12708121TL;HLRD120212003M600;MRL;26 x 12.00 - 12  MTR 601 R1  8PR  [116 A3]  TL;26 x 12.00;82;12;A3;116 A3;2;451.27;273.03;8907375024452;;;;2026;0;16.000;0;;0;0;0;0;
MRL40412022TL;HLRD120238006MG50;MRL;23 x 8.50 - 12  MG 54 Z-WIDE  12PR  [102 A6/106 A3]  TL;23 x 8.50;82;12;A6;102 A6/106 A3;1;270.87;169.54;8907375055029;;;;2025;0;9.300;0;;0;0;0;0;
MRL12410120TL;HLRD12023X0036TR0;MRL;23 x 10.50 - 12  MTR 600 R1 10PR  [111 A3] TL;23 x 10;82;12;A3;111 A3;2;270.87;181.3;8907375047345;;;;2026;0;16.000;0;;0;0;0;0;
MRL10002180TL;HLRD1202X10036TR0;MRL;23 x 10.50 - 12  MTR 600 R1  8PR  [107 A3] TL;23 x 10.50;82;12;A3;107 A3;2;287;171.5;8907375047338;;;;2025;0;15.300;0;;0;0;0;0;
MRL20708089TT;HLRD120E50006MRT1;MRL;5.00 - 12  MRT 302 RT  8PR  [70 A6/66 A8]  TT;5.00;82;12;A6;70 A6/66 A8;2;173.34;104.37;8907375053254;;;;2026;0;4.200;0;;0;0;0;0;
MRL10910131TT;HLRD145200606R7B0;MRL;200/60 - 14.5  RIB 707  10PR  [113 A6/109 A8]  TT;200;60;14.5;A6;113 A6/109 A8;2;317.57;185.22;8907375022830;;;;2025;0;10.260;0;;0;0;0;0;
MRL20806034TT;HLRD150E50006MI30;MRL;5.00 - 15  MIM 374 R1  6PR  [94 A6/90 A8]  TT;5.00;82;15;A6;94 A6/90 A8;3;179.44;105.74;8907375029525;;;;2025;0;6.400;0;;0;0;0;0;
MRL14816120TL;HLRD150H5500BM600;MRL;31 x 15.50 - 15  MTR 600 R1  16PR  [130 B]  TL;15.50;82;15;B;130 B;2;805.2;486.96;8907375025626;;;;2026;0;27.200;0;;0;0;0;0;
MRL00414008TL;HLRD153G10756MA01;MRL;10.0/75 - 15.3  MAW 200 IMPLEMENT  14PR  [130 A6/126 A8]  TL;10.0;75;15.3;A6;130 A6/126 A8;2;368.92;226.38;8907375000906;;;;2026;0;17.300;0;;0;0;0;0;
MRL00414008TT;HLRD153G10758MA00;MRL;10.0/75 - 15.3  MAW 200 IMPLEMENT  14PR  [130 A6/126 A8]  TT;10.0;75;15.3;A8;130 A6/126 A8;2;395.88;233.24;8907375000937;;;;2026;0;17.300;0;;0;0;0;0;
MRL00416008TT;HLRD153G10758MA01;MRL;10.0/75 - 15.3  MAW 200 IMPLEMENT  16PR  [134 A6/130 A8]  TT;10.0;75;15.3;A8;134 A6/130 A8;4;420.38;243.04;8907375001149;;;;2025;0;17.000;0;;0;0;0;0;
MRL00412008TL;HLRD153G10758MA04;MRL;10.0/75 - 15.3  MAW 200 IMPLEMENT  12PR  [126 A6/122 A8]  TL;10.0;75;15.3;A8;126 A6/122 A8;2;348.79;207.76;8907375000692;;;;2025;0;17.300;0;;0;0;0;0;
MRL00412008TT;HLRD153G10758MA0T;MRL;10.0/75 - 15.3  MAW 200 IMPLEMENT  12PR  [126 A6/122 A8]  TT;10.0;75;15.3;A8;126 A6/122 A8;3;340.66;204.82;8907375000722;;;;2025;0;17.300;0;;0;0;0;0;
MRL00410034TL;HLRD153G10758MI30;MRL;10.0/75 - 15.3  MIM 374 R1  10PR  [128 A6/123 A8]  TL;10.0;75;15.3;A8;128 A6/123 A8;4;510.73;304.78;8907375000609;;;;2025;0;19.600;0;;0;0;0;0;
MRL00414034TL;HLRD153G10758MI33;MRL;10.0/75 - 15.3  MIM 374 R1  14PR  [136 A6/130 A8]  TL;10.0;75;15.3;A8;136 A6/130 A8;4;579.75;330.26;8907375001026;;;;2025;0;17.300;0;;0;0;0;0;
MRL02412034TL;HLRD153G15808MI30;MRL;11.5/80 - 15.3  MIM 374 R1  12PR  [141 A6/135 A8]  TL;11.5;80;15.3;A8;141 A6/135 A8;2;633.45;381.22;8907375005581;;;;2025;0;22.000;0;;0;0;0;0;
MRL17104117TT;HLRD160E40006MF20;MRL;4.00 - 16  MTF 222 TWO RIB  4PR  [69 A6/62 A8]  TT;4.00;82;16;A6;69 A6/62 A8;3;153.96;94.08;8907375026524;;;;2025;0;5.200;0;;0;0;0;0;
MRL17106034TT;HLRD160E40008MI30;MRL;4.00 - 16  MIM 374 R1  6PR  [72 A6/64 A8]  TT;4.00;82;16;A8;72 A6/64 A8;4;172.54;100.94;8907375026586;;;;2025;0;5.800;0;;0;0;0;0;
